_id,ltable_ID,rtable_ID,ltable_Title,ltable_Genres_Merged,ltable_Episodes,ltable_Year,ltable_Type,ltable_ProductionHouse_Merged,rtable_Title,rtable_Genres_Merged,rtable_Episodes,rtable_Year,rtable_Type,rtable_ProductionHouse_Merged,gold
36469,704,7294,Zettai Karen Children Gentei Kaikin!! OVA Chou Sakidori Special!!,ActionComedyShounenSupernatural,1,2010-2010,OVA,SynergySP,The iDOLM@STER Special,Idols,1,2012,TV Special,A-1Pictures,0
10609,759,1872,Super Robot Taisen OG The Animation,MechaSci-FiShounenSpace,3,2005-2005,OVA,BandaiVisualMediaBlasters,Ragnarok: The Animation,AdventureBasedonaVideoGameFantasyRPG,26,2004,TV,G&GEntertainment,0
20972,765,4152,The Hakkenden (The Hakkenden: Legend of the Dog Warriors),ActionAdventureDemonsHistoricalMartialArtsSamuraiShounen,6,1990-1991,OVA,AICPioneerLDC,Legend of the Magical Beans Pandalian,AdventureAnimalProtagonistsFamilyFriendlyFantasyOriginalWork,26,2005,TV,Planet,0
10979,781,1974,Mobile Suit SD Gundam&#039;s Counterattack,ComedyMechaParodyShounen,2,1989-1989,OVA,Sunrise,Mobile Suit SD Gundam Mk II,ComedyMechaParody,3,1989,OVA,Sunrise,1
12420,793,2207,"Baby Princess 3D Paradise 0 [Love]""""",EcchiHaremSeinen,1,2011-2011,OVA,StudioComet,Eden of The East Movie II: Paradise Lost,HighStakesGamesMysterynoitaminA,1,2010,Movie,ProductionI.G,0
23324,802,4895,Phantom The Animation (Phantom: The Animation),ActionDramaShounen,3,2004-2004,OVA,KSSMediaBlastersAtelierMusa,Neon The Animation,Promotional,5+,2011 - ?,Web,,0
20374,831,3986,Haikyuu!! Quest Picture Drama,ComedyFantasyGameShounen,3,2014-2014,OVA,ProductionI.GBandaiNamcoGames,Loups=Garous Picture Drama,PictureDrama,1,2010,DVD Special,,0
2249,868,421,Burn Up! W,ComedyEcchiMechaSci-FiShounen,4,1996-1996,OVA,AIC,Burn Up Excess,ActionEcchiPoliceViolence,13,1997 - 1998,TV,MagicBus,0
10118,868,1789,Burn Up! W,ComedyEcchiMechaSci-FiShounen,4,1996-1996,OVA,AIC,Burn Up Scramble,ActionEcchiPantyShotsPolice,12,2004,TV,AICSpirits,0
26222,871,5534,Mahou Tsukai Tai! vs. Shamanic Princess,ComedyFantasyMagic,1,1998-1998,OVA,BandaiVisualNYAVPost,6HP - Six Hearts Princess,,TV ,2016,TV,Poncotan,0
9591,889,1717,Tenshi Kinryouku (Angel Sanctuary),ActionDramaRomanceShoujoSupernatural,3,2000-2000,OVA,BandaiVisualHalFilmMakerAICLantisMediaBlasters,Angel Sanctuary,AngelsBasedonaMangaIncestReincarnationViolence,3,2000,OVA,HalFilmMaker,1
26133,897,5511,Durarara!! Specials,ActionComedySupernatural,2,2010-2011,Special,AniplexBrainsBaseAniplexofAmerica,Macross Fufonfia Specials,ComedyParody,3,2013,DVD Special,Comedy,0
32315,900,6720,Gekkan Shoujo Nozaki-kun Specials,ComedyRomanceSchool,6,2014-2015,Special,DogaKoboMediaFactory,Kamichu Specials,FamilyFriendlyFantasyJapaneseMythologyMoeRomanceSchoolLifeSliceofLife,4,2005 - 2006,DVD Special,Brains-Base,0
33926,900,6970,Gekkan Shoujo Nozaki-kun Specials,ComedyRomanceSchool,6,2014-2015,Special,DogaKoboMediaFactory,Tentai Senshi Sunred Specials,BasedonaMangaComedyMonstersParody,4,2009,DVD Special,AICA.S.T.A.,0
31894,903,6674,Hidamari Sketch x ___ Specials,ComedySchoolSliceofLife,2,2010-2010,Special,ShaftLantis,Kuroshitsuji 2 Specials,,6,2010 - 2011,DVD Special,A-1Pictures,0
16034,904,2949,Shiki Specials,HorrorMysterySupernaturalVampire,2,2011-2011,Special,AniplexDaumeFUNimationEntertainment,Love Love? Specials,,4,2004,DVD Special,,0
8077,905,1451,Nodame Cantabile Finale Special,ComedyJoseiMusicRomance,1,2010-2010,Special,J.C.Staff,Onii-chan no Koto Nanka Zenzen Suki Janain Dakara ne!! Special,Ecchi,1,2011,DVD Special,Zexcs,0
15282,905,2789,Nodame Cantabile Finale Special,ComedyJoseiMusicRomance,1,2010-2010,Special,J.C.Staff,Muv-Luv Alternative: Total Eclipse - Pre-Climax Special,ActionAliensAmericaMechaMilitaryRecapSciFiViolence,1,2012,TV Special,Satelight,0
24373,905,5143,Nodame Cantabile Finale Special,ComedyJoseiMusicRomance,1,2010-2010,Special,J.C.Staff,Seraph of the End: Jump Festa 2015 Special,ActionBasedonaMangaShounenSupernaturalVampires,Other ,2015,Other,Action,0
21240,909,4284,Hidamari Sketch x SP,ComedySchoolSliceofLife,2,2011-2011,Special,ShaftSentaiFilmworks,Hidamari Sketch x Honeycomb,BasedonaMangaBoardingHouseComedyMoeSchoolLifeSliceofLife,12,2012,TV,Shaft,0
16157,915,2974,Hidamari Sketch x 365 Specials,ComedySchoolSliceofLife,3,2009-2009,Special,ShaftLantis,Queen's Blade OVA Specials,EcchiExplicitSex,2,2011 - 2012,DVD Special,,0
14630,916,2671,Inu x Boku SS Special (Inu X Boku Secret Service Special),ComedyShounenSupernatural,1,2012-2012,Special,AniplexDavidProductionSentaiFilmworks,Dengeki Bunko 2007 Movie Festival Special,,1,2007,Other,,0
32221,916,6707,Inu x Boku SS Special (Inu X Boku Secret Service Special),ComedyShounenSupernatural,1,2012-2012,Special,AniplexDavidProductionSentaiFilmworks,Dragon Ball Z Special 1: Bardock - The Father of Goku,ActionShounen,1,1990,TV Special,ToeiAnimation,0
36145,916,7265,Inu x Boku SS Special (Inu X Boku Secret Service Special),ComedyShounenSupernatural,1,2012-2012,Special,AniplexDavidProductionSentaiFilmworks,Lupin III Special 7: The Pursuit of Harimao's Treasure,ActionThieves,1,1995,TV Special,TMSEntertainment,0
305,917,77,Utawarerumono Specials,ActionComedyDramaFantasy,6,2006-2007,Special,OrientalLightandMagicLantis,Monthly Girls' Nozaki-kun Specials,BasedonaMangaComedySchoolLife,6,2014 - 2015,DVD Special,Dogakobo,0
31277,923,6562,Hourou Musuko Specials (Wandering Son Specials),DramaSchool,2,2011-2011,Special,AniplexAIC,Black Lagoon Specials,ComedyParody,7,2009 - 2010,DVD Special,MADHOUSE,0
15203,929,2788,Cardcaptor Sakura Specials,Comedy,3,1998-1999,Special,NHKEnterprises,The iDOLM@STER: Xenoglossia Specials,Idols,8,2007 - 2008,DVD Special,Sunrise,0
21438,929,4334,Cardcaptor Sakura Specials,Comedy,3,1998-1999,Special,NHKEnterprises,Queen's Blade: Vanquished Queens Specials,EcchiEmotionalAbuseExplicitSexFantasyPhysicalAbusePiratesSexualAbuse,4,2013 - 2014,DVD Special,ARMS,0
25801,932,5399,Kamichu! Specials (The Goddess is a Middle School Student),ComedyDramaSliceofLifeSupernatural,4,2005-2006,Special,GeneonUniversalEntertainmentFUNimationEntertainmentBrainsBase,Hetalia: The Beautiful World Specials,BasedonaMangaComedyHistoricalParodyPolitical,4,2013,DVD Special,StudioDeen,0
17380,934,3281,Ie Naki Ko Remi Specials,AdventureDrama,3,1997-1997,Special,NipponAnimation,SoulTaker Specials,Omake,3,,DVD Special,,0
15951,940,2939,Tonari no Seki-kun Specials,ComedySchoolSeinen,2,2014-2014,Special,MediaFactoryShin-EiAnimation,Queen's Blade: Rebellion Specials,Ecchi,6,2012,DVD Special,ARMS,0
24300,940,5139,Tonari no Seki-kun Specials,ComedySchoolSeinen,2,2014-2014,Special,MediaFactoryShin-EiAnimation,Hetalia: The World Twinkle Specials,BasedonaMangaComedyHistoricalParodyPolitical,DVD Special ,2015,DVD Special,StudioDeen,0
3507,942,620,Maria-sama ga Miteru 3rd Specials,Comedy,5,2006-2007,Special,StudioDeenRightStuf,Fullmetal Alchemist: Brotherhood Specials,ActionComedyDramaFantasy,4,2009 - 2010,DVD Special,Bones,0
8721,942,1553,Maria-sama ga Miteru 3rd Specials,Comedy,5,2006-2007,Special,StudioDeenRightStuf,Isshuukan Friends. Specials,,12,2014,DVD Special,Brains-Base,0
36027,942,7247,Maria-sama ga Miteru 3rd Specials,Comedy,5,2006-2007,Special,StudioDeenRightStuf,Letter Bee Reverse Specials,,25,2010 - 2011,DVD Special,StudioPierrot,0
28791,944,6131,Seikai no Senki Special,ActionMilitaryRomanceSci-FiSpace,1,2001-2001,Special,SunriseBandaiVisualWOWOWBeSTACK,Seikai no Senki,BasedonaNovelMilitaryOuterSpaceSciFiSpaceOperaWar,13,2000,TV,Sunrise,0
36808,944,7345,Seikai no Senki Special,ActionMilitaryRomanceSci-FiSpace,1,2001-2001,Special,SunriseBandaiVisualWOWOWBeSTACK,Arslan Senki Specials,Comedy,2+,2015 - ?,DVD Special,SANZIGENAnimationStudio,0
9798,949,1752,Ao no Exorcist Movie Special,ComedyParody,1,2012-2012,Special,Nonefoundaddsome,Ryuugajou Nanana no Maizoukin Specials,,6,2014,DVD Special,A-1Pictures,0
18899,949,3611,Ao no Exorcist Movie Special,ComedyParody,1,2012-2012,Special,Nonefoundaddsome,DPR Special Movie,,1,2013,Web,WHITEFOX,0
7744,951,1354,Shigofumi Special (Shigofumi: Letters from the Departed Special),DramaFantasyPsychologicalThriller,1,2008-2008,Special,J.C.StaffBandaiVisualGencoSentaiFilmworks,Giant Robo: Ginrei Special,ComedyFuturisticMechaParodySciFi,3,1994 - 1995,OVA,,0
14961,951,2747,Shigofumi Special (Shigofumi: Letters from the Departed Special),DramaFantasyPsychologicalThriller,1,2008-2008,Special,J.C.StaffBandaiVisualGencoSentaiFilmworks,Transformers: Superlink Special,Mecha,1,2004,TV Special,Actas,0
22162,951,4519,Shigofumi Special (Shigofumi: Letters from the Departed Special),DramaFantasyPsychologicalThriller,1,2008-2008,Special,J.C.StaffBandaiVisualGencoSentaiFilmworks,Bathtime with Hinako & Hiyoko Special,,1,2010,DVD Special,StudioHibari,0
24153,951,5119,Shigofumi Special (Shigofumi: Letters from the Departed Special),DramaFantasyPsychologicalThriller,1,2008-2008,Special,J.C.StaffBandaiVisualGencoSentaiFilmworks,Charlotte Special,OriginalWorkSchoolLifeSupernaturalSuperpowers,DVD Special ,2016,DVD Special,P.A.Works,0
34744,951,7055,Shigofumi Special (Shigofumi: Letters from the Departed Special),DramaFantasyPsychologicalThriller,1,2008-2008,Special,J.C.StaffBandaiVisualGencoSentaiFilmworks,Yowapeda: Special Ride,Cycling,1,2013,OVA,TMSEntertainment,0
28177,954,6031,Rurouni Kenshin Recap (Samurai X Recap),ActionAdventureComedyHistoricalRomanceSamurai,1,1997-1997,Special,StudioGallopStudioDeenSMEVisualWorksFujiTV,Rurouni Kenshin Movie,BasedonaMangaDramaFeudalJapanSamuraiSwordplay,1,1997,Movie,Gallop,1
6565,956,1093,Potemayo Specials,ComedySchoolSeinen,6,2007-2008,Special,J.C.Staff,High School Girls Specials,,3,2006,DVD Special,ARMS,0
36697,962,7327,The Rose and Women of Versailles (Lady Oscar Special),AdventureComedyDramaHistoricalRomanceShoujo,1,1980-1980,Special,TokyoMovieShinsha,Hikaru no Go: Special Edition - Match of Justice! The Ancient Flower Blooms!,BoardGamesShounenSupernatural,1,,Other,,0
15955,965,2939,Maria-sama ga Miteru 4th Specials,Comedy,11,2009-2009,Special,StudioDeenRightStuf,Queen's Blade: Rebellion Specials,Ecchi,6,2012,DVD Special,ARMS,0
13311,967,2347,Kuroshitsuji Picture Drama,DemonsSupernatural,1,2010-2010,Special,A-1Pictures,A Dark Rabbit has Seven Lives Picture Drama,BasedonaLightNovelPictureDrama,6,2011 - 2012,DVD Special,Zexcs,0
28870,974,6134,Elfen Lied Special (Elfen Lied: In the Passing Rain),DramaEcchiSupernatural,1,2005-2005,Special,VAPADVFilms,Kidou Senshi Gundam 00 Special Edition I: Celestial Being,,1,2009,OVA,,0
4405,976,760,Beelzebub Specials,ActionComedyDemonsSchoolShounenSupernatural,16,2011-2012,Special,StudioPierrotOperaHouse,Heroman Specials,,3,2010 - 2011,DVD Special,Bones,0
5980,976,980,Beelzebub Specials,ActionComedyDemonsSchoolShounenSupernatural,16,2011-2012,Special,StudioPierrotOperaHouse,Teekyuu 2 Specials,BasedonaMangaComedy,2,2013,DVD Special,Mappa,0
21446,976,4334,Beelzebub Specials,ActionComedyDemonsSchoolShounenSupernatural,16,2011-2012,Special,StudioPierrotOperaHouse,Queen's Blade: Vanquished Queens Specials,EcchiEmotionalAbuseExplicitSexFantasyPhysicalAbusePiratesSexualAbuse,4,2013 - 2014,DVD Special,ARMS,0
36351,977,7283,High School DxD Specials,ComedyDemonsEcchiHaremRomanceSchool,6,2012-2012,Special,GencoFUNimationEntertainmentLantisTNK,Saki: Achiga-hen - Episode of Side-A Specials,BoardGamesMahjong,4,2012 - 2013,TV Special,StudioGokumi,0
3924,980,704,Galaxy Angel 3 Specials,ComedySci-Fi,2,2003-2003,Special,BroccoliBandaiEntertainment,Bakuretsu Tenshi: Infinity Specials,,3,2007,DVD Special,GONZO,0
28166,982,6028,Saiunkoku Monogatari Soushuuhen,AdventureComedyDramaFantasyHistoricalRomance,9,2007-2007,Special,Madhouse,Higashi no Eden: Soushuu-hen Air Communication,noitaminA,1,2009,Movie,ProductionI.G,0
30344,982,6375,Saiunkoku Monogatari Soushuuhen,AdventureComedyDramaFantasyHistoricalRomance,9,2007-2007,Special,Madhouse,Mahou Shoujo Madoka Magica Movie 2: Eien no Monogatari,,1,2012,Movie,Shaft,0
24434,984,5144,HeatGuy J Special,ActionAdventureMechaPoliceSci-Fi,1,2003-2003,Special,BandaiVisualSatelightFUNimationEntertainment,Food Wars! Shokugeki no Souma: Jump Festa 2015 Special,BasedonaMangaCulinarySchoolFoodandBeverageShounen,Other ,2015,Other,BasedonaManga,0
3926,988,704,Jinrui wa Suitai Shimashita Specials,FantasySeinen,6,2012-2013,Special,AICA.S.T.A.SentaiFilmworks,Bakuretsu Tenshi: Infinity Specials,,3,2007,DVD Special,GONZO,0
16699,989,3131,Black Cat Special,ActionComedyShounen,1,2006-2006,Special,GonzoGDHFUNimationEntertainment,Blue Exorcist Movie Special,Comedy,1,2012,Other,,0
15218,991,2788,Sabagebu! Specials,ActionComedyMilitaryShoujo,6,2014-2015,Special,LantisPierrotPlus,The iDOLM@STER: Xenoglossia Specials,Idols,8,2007 - 2008,DVD Special,Sunrise,0
22366,992,4583,Shakugan no Shana III (Final) Specials,ComedyParody,2,2012-2012,Special,J.C.StaffFUNimationEntertainment,Sekai de Ichiban Tsuyoku Naritai! Specials,EcchiHandtoHandCombatNuditySports,6,2013 - 2014,DVD Special,ARMS,0
29979,992,6305,Shakugan no Shana III (Final) Specials,ComedyParody,2,2012-2012,Special,J.C.StaffFUNimationEntertainment,Nodame Cantabile: Special Lesson,ComedyJoseiRomance,1,2008,DVD Special,J.C.Staff,0
24232,993,5135,Mahoromatic Summer Special,ComedyEcchiRomanceSci-Fi,1,2003-2003,Special,GainaxShaftSentaiFilmworks,Classroom_Crisis Special,ComedyOriginalWorkSchoolLifeSciFi,DVD Special ,2015,DVD Special,Lay-duce,0
28026,993,6004,Mahoromatic Summer Special,ComedyEcchiRomanceSci-Fi,1,2003-2003,Special,GainaxShaftSentaiFilmworks,Mobile Suit Gundam 00 Special Edition II: End of World,,1,2009,OVA,Sunrise,0
32878,993,6807,Mahoromatic Summer Special,ComedyEcchiRomanceSci-Fi,1,2003-2003,Special,GainaxShaftSentaiFilmworks,Beelzebub Jump Super Anime Tour Special,ActionBasedonaMangaComedyDelinquentsDemonsShounenSuperpowers,1,2010,OVA,StudioPierrot,0
34673,993,7041,Mahoromatic Summer Special,ComedyEcchiRomanceSci-Fi,1,2003-2003,Special,GainaxShaftSentaiFilmworks,Lupin III Special 15: Operation Return the Treasure,ActionComedyThieves,1,2003,TV Special,TMSEntertainment,0
32781,995,6782,Shakugan no Shana Movie Special,AdventureComedyFantasyParody,1,2007-2007,Special,J.C.Staff,Shakugan no Shana Movie,ActionFantasyMagicTsundere,1,2007,Movie,J.C.Staff,1
20982,997,4160,Ichigo Mashimaro Episode 0,Comedy,1,2005-2005,Special,Daume,Marie & Gali Episode 0,,1,2008,TV Special,ToeiAnimation,0
9804,998,1752,Shakugan no Shana Specials,ComedyParody,4,2006-2007,Special,J.C.StaffGeneonUniversalEntertainmentFUNimationEntertainment,Ryuugajou Nanana no Maizoukin Specials,,6,2014,DVD Special,A-1Pictures,0
30703,999,6441,Suisei no Gargantia Specials,ActionMechaSci-Fi,2,2013-2013,Special,ProductionI.GVizMedia,Tonari no Seki-kun Specials,BasedonaMangaComedy,2,2014,DVD Special,ShineiAnimation,0
32919,1004,6808,Bokura wa Minna Kawaisou Specials,Comedy,14,2014-2015,Special,BrainsBase,Baka to Test to Shoukanjuu Specials,ComedyEcchiOmake,6,2010,DVD Special,SILVERLINK,0
18909,1012,3611,Sekirei Special,Comedy,1,2009-2009,Special,AniplexSevenArcsFUNimationEntertainment,DPR Special Movie,,1,2013,Web,WHITEFOX,0
25441,1012,5336,Sekirei Special,Comedy,1,2009-2009,Special,AniplexSevenArcsFUNimationEntertainment,Steins;Gate Special,BasedonaVisualNovel,1,2012,DVD Special,WHITEFOX,0
28738,1012,6124,Sekirei Special,Comedy,1,2009-2009,Special,AniplexSevenArcsFUNimationEntertainment,Mitsudomoe Special,ComedyEcchiSliceofLife,1,2011,DVD Special,Bridge,0
20620,1013,4006,Solty Rei Specials,ComedyDrama,2,2006-2007,Special,GonzoAICTVAsahiFUNimationEntertainment,Selector Infected WIXOSS Specials,BasedonaCardGameComedyPictureDrama,3,2014,DVD Special,J.C.Staff,0
14237,1015,2559,Girls und Panzer Specials (Girls &amp; Panzer OVAs),MilitarySchool,6,2012-2013,Special,ActasSentaiFilmworks,The Rolling Girls Specials,ComedyOriginalWork,6,2015,DVD Special,WitStudio,0
36577,1016,7303,Mahoromatic 2 End Year Special,ComedyEcchiMilitaryRomanceSci-Fi,1,2002-2002,Special,Gainax,Mahoromatic: Something More Beautiful,ComedyEcchiMaids,14,2002 - 2003,TV,Gainax,1
10047,1017,1777,Bakuman. 2 Special,Comedy,1,2012-2012,Special,J.C.Staff,11eyes Special,BasedonanErogeBasedonaVisualNovelComedyEcchiFantasyNuditySeinenSuperpowers,1,2010,DVD Special,Dogakobo,0
27023,1017,5732,Bakuman. 2 Special,Comedy,1,2012-2012,Special,J.C.Staff,Sin Strange+ Special,Comedy,1,2014,DVD Special,Seven,0
18944,1020,3613,Tegami Bachi Reverse Specials (Letter Bee Reverse Specials),Comedy,25,2010-2011,Special,StudioPierrot,Blade and Soul Specials,Comedy,6,2014,DVD Special,GONZO,0
32920,1020,6808,Tegami Bachi Reverse Specials (Letter Bee Reverse Specials),Comedy,25,2010-2011,Special,StudioPierrot,Baka to Test to Shoukanjuu Specials,ComedyEcchiOmake,6,2010,DVD Special,SILVERLINK,0
3267,1021,573,Pokemon Diamond &amp; Pearl Specials,ActionComedyFantasyKids,2,2011-2011,Special,OrientalLightandMagic,Kuragehime Specials,,4,2011,DVD Special,Brains-Base,0
13007,1021,2302,Pokemon Diamond &amp; Pearl Specials,ActionComedyFantasyKids,2,2011-2011,Special,OrientalLightandMagic,Souten no Ken Specials,,4,2007,DVD Special,,0
17399,1021,3281,Pokemon Diamond &amp; Pearl Specials,ActionComedyFantasyKids,2,2011-2011,Special,OrientalLightandMagic,SoulTaker Specials,Omake,3,,DVD Special,,0
17696,1021,3319,Pokemon Diamond &amp; Pearl Specials,ActionComedyFantasyKids,2,2011-2011,Special,OrientalLightandMagic,Maken-ki! Specials,,6,2011 - 2012,DVD Special,AIC,0
19816,1021,3819,Pokemon Diamond &amp; Pearl Specials,ActionComedyFantasyKids,2,2011-2011,Special,OrientalLightandMagic,Sweet Valerian Specials,,8,2005,DVD Special,,0
32739,1023,6778,Fantastic Children Special,SliceofLife,1,2005-2005,Special,NipponAnimation,Yawara! Special: Zutto Kimi no Koto ga,Sports,1,1996,TV Special,MADHOUSE,0
4339,1025,759,Senyuu. Specials,ActionComedyFantasyShounen,4,2013-2013,Special,OrdetLIDENFILMS,Angel Tales Specials,AngelsFantasyHaremOriginalWorkRomance,2,2002,DVD Special,Wonderfarm,0
9871,1026,1753,Mai-Otome Specials,ComedyDramaFantasyMagic,9,2006-2006,Special,Sunrise,Nanana's Buried Treasure Specials,,6,2014,DVD Special,A-1Pictures,0
17401,1026,3281,Mai-Otome Specials,ComedyDramaFantasyMagic,9,2006-2006,Special,Sunrise,SoulTaker Specials,Omake,3,,DVD Special,,0
30556,1026,6421,Mai-Otome Specials,ComedyDramaFantasyMagic,9,2006-2006,Special,Sunrise,So-Ra-No-Wo-To Specials,ComedyMilitarySliceofLife,2,2010,DVD Special,A-1Pictures,0
19290,1036,3733,Shin Tenchi Muyou! Specials,ComedyRomanceSci-FiShounen,6,1997-1997,Special,AICPioneerLDC,Prism Ark Specials,,6,2007 - 2008,DVD Special,,0
5996,1037,980,Chicchana Yukitsukai Sugar Specials,ComedyMagicShoujoSliceofLife,2,2003-2003,Special,J.C.StaffKadokawaShotenBroccoliTBSPioneerLDCSentaiFilmworks,Teekyuu 2 Specials,BasedonaMangaComedy,2,2013,DVD Special,Mappa,0
24165,1038,5119,Uta Kata Special,DramaFantasyMagicSchool,1,2005-2005,Special,HalFilmMakerSentaiFilmworksgimik,Charlotte Special,OriginalWorkSchoolLifeSupernaturalSuperpowers,DVD Special ,2016,DVD Special,P.A.Works,0
28878,1039,6134,Vampire Knight Special,ComedyShoujoVampire,1,2008-2008,Special,StudioDeenNAS,Kidou Senshi Gundam 00 Special Edition I: Celestial Being,,1,2009,OVA,,0
792,1043,142,Mokke Specials (Mokke Special Episodes),MysterySliceofLifeSupernatural,2,2008-2008,Special,MadhouseKodansha,Amaenaideyo!! Special,BasedonaMangaComedyEcchiNudity,1,2005,DVD Special,StudioDeen,0
4345,1043,759,Mokke Specials (Mokke Special Episodes),MysterySliceofLifeSupernatural,2,2008-2008,Special,MadhouseKodansha,Angel Tales Specials,AngelsFantasyHaremOriginalWorkRomance,2,2002,DVD Special,Wonderfarm,0
9875,1043,1753,Mokke Specials (Mokke Special Episodes),MysterySliceofLifeSupernatural,2,2008-2008,Special,MadhouseKodansha,Nanana's Buried Treasure Specials,,6,2014,DVD Special,A-1Pictures,0
35726,1043,7197,Mokke Specials (Mokke Special Episodes),MysterySliceofLifeSupernatural,2,2008-2008,Special,MadhouseKodansha,Maria-sama ga Miteru Specials,ComedyOmakeShoujo-ai,7,2004,DVD Special,StudioDeen,0
3274,1047,573,Thermae Romae Specials,ComedyHistoricalSeinen,2,2012-2012,Special,DLE,Kuragehime Specials,,4,2011,DVD Special,Brains-Base,0
5237,1047,856,Thermae Romae Specials,ComedyHistoricalSeinen,2,2012-2012,Special,DLE,Comic Party Specials,,4,2003,DVD Special,OLM,0
9812,1050,1752,Mai-HiME Specials (My-Hime Specials),Comedy,27,2005-2010,Special,Sunrise,Ryuugajou Nanana no Maizoukin Specials,,6,2014,DVD Special,A-1Pictures,0
22676,1053,4688,Renkin San-kyuu Magical? Pokaan Specials,ComedyEcchiMagicParodyVampire,3,2006-2006,Special,RemicGencoLantisMediaFactory,Ikeike! Momon-chan Specials,,3,2012 - 2013,TV Special,,0
20907,1054,4117,Sola Specials,ComedyRomanceSliceofLifeSupernatural,2,2007-2007,Special,BandaiVisualNomad,Manyuu Hiken-chou Specials,EcchiNuditySexualContent,4,2011 - 2012,DVD Special,HoodsEntertainment,0
26606,1054,5660,Sola Specials,ComedyRomanceSliceofLifeSupernatural,2,2007-2007,Special,BandaiVisualNomad,"Remi, Nobody's Girl Specials",,3,1997,Other,NipponAnimation,0
35314,1054,7138,Sola Specials,ComedyRomanceSliceofLifeSupernatural,2,2007-2007,Special,BandaiVisualNomad,Humanity Has Declined Specials,,6,2012 - 2013,DVD Special,AICA.S.T.A.,0
7153,1058,1248,Shakugan no Shana S Specials,ComedyParody,4,2009-2010,Special,J.C.StaffFUNimationEntertainment,Moetan Specials,,2,2007 - 2008,DVD Special,Actus,0
12855,1061,2289,Kamisama no Inai Nichiyoubi Special,FantasyMystery,1,2014-2014,Special,MadhouseSentaiFilmworks,Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne! Specials,EcchiSexualContent,6,2012 - 2013,DVD Special,SILVERLINK,0
12513,1064,2218,Ichigo 100% Special 2 (Strawberry 100%),ComedyEcchiRomanceShounen,1,2005-2005,Special,Nonefoundaddsome,Kyoukai no Kanata Movie: I'll Be Here - Kako-hen Special,,1,2015,DVD Special,KyotoAnimation,0
6516,1066,1092,Shirobako Specials,AdventureComedy,2,2015-2015,Special,P.A.WorksWarnerBros.,Joshikousei Specials,,3,2006,DVD Special,ARMS,0
13442,1066,2372,Shirobako Specials,AdventureComedy,2,2015-2015,Special,P.A.WorksWarnerBros.,To Heart Specials,,6,,Music Video,OLM,0
30720,1066,6441,Shirobako Specials,AdventureComedy,2,2015-2015,Special,P.A.WorksWarnerBros.,Tonari no Seki-kun Specials,BasedonaMangaComedy,2,2014,DVD Special,ShineiAnimation,0
27112,1067,5754,Anime Tenchou x Touhou Project,FantasyMagic,1,2010-2010,Special,ufotable,Project 758,,Other ,,Other,,0
12241,1069,2165,DearS Special,ComedyEcchiHaremRomanceSci-Fi,1,2005-2005,Special,HalFilmMakerDiscotek,Nodame Cantabile: Finale Special,ClassicalMusicComedyEuropeMusicRomance,1,2010,DVD Special,J.C.Staff,0
11936,1072,2116,Dragon Ball Specials,ComedyFantasyShounenSuperPower,2,1988-1988,Special,ToeiAnimation,No Game No Life Specials,ComedyEcchi,6,2014,DVD Special,MADHOUSE,0
14299,1072,2561,Dragon Ball Specials,ComedyFantasyShounenSuperPower,2,1988-1988,Special,ToeiAnimation,Wedding Peach Specials,,2,1995,DVD Special,,0
4709,1079,802,Terra e... Specials,AdventureDramaSci-Fi,3,2007 to 2008-2007 to 2008,Special,MinamiMachiBugyousho,Sky Girls Specials,,9,2007 - 2008,DVD Special,J.C.Staff,0
25190,1079,5297,Terra e... Specials,AdventureDramaSci-Fi,3,2007 to 2008-2007 to 2008,Special,MinamiMachiBugyousho,Princess Princess Specials,ComedyCrossdressingOmakeSchoolLife,12,2006,DVD Special,StudioDeen,0
29714,1080,6274,C_ Special,ActionComedyEcchiSchoolSupernatural,1,2012-2012,Special,FUNimationEntertainmentSilverLink,Aria the Natural Special,BasedonaMangaSliceofLife,1,2006,DVD Special,HalFilmMaker,0
28563,1081,6098,Tales of the Abyss Special Fan Disc,ComedySliceofLife,2,2009-2009,Special,Sunrise,Gundam 00 Special Edition III: Return the World,,1,2010,OVA,,0
8749,1082,1553,Toaru Kagaku no Railgun Specials,Comedy,2,2010-2010,Special,J.C.Staff,Isshuukan Friends. Specials,,12,2014,DVD Special,Brains-Base,0
35603,1091,7173,Yama no Susume Second Season Specials,ComedySeinenSliceofLife,2,2014-2015,Special,8bitEarthStarEntertainment,Shijou Saikyou no Deshi Kenichi OVA Specials,ComedyMartialArtsShounen,3,2013 - 2014,DVD Special,Brains-Base,0
13023,1094,2302,Ichiban Ushiro no Daimaou Specials,ComedyEcchiFantasyMagicShounen,6,2010-2010,Special,ArtlandMarvelousEntertainmentHobbyJapan,Souten no Ken Specials,,4,2007,DVD Special,,0
15984,1097,2939,Galaxy Angel Specials,ComedySci-Fi,2,2002-2002,Special,MadhouseBroccoli,Queen's Blade: Rebellion Specials,Ecchi,6,2012,DVD Special,ARMS,0
483,1100,89,Cluster Edge Specials,ActionFantasyMilitarySci-Fi,3,2006-2006,Special,SentaiFilmworks,Durarara!! Specials,ActionSupernatural,2,2010 - 2011,DVD Special,Brains-Base,0
