ID,Title,Episodes,ProductionHouse,Genres,Type,Year,Rating,ProductionHouse_Merged,Genres_Merged
2660,"The Kabocha Wine (The Pumpkin Wine)",95,"['Toei Animation']","['Comedy', 'Romance', 'School', 'Slice of Life']",TV,1982-1984,PG-13,ToeiAnimation,ComedyRomanceSchoolSliceofLife
2760,"Kemeko Deluxe!",12,"['Geneon Universal Entertainment', 'Hal Film Maker', 'YTV', 'The Klock Worx', 'AC Create', 'Yomiuri Advertising']","['Action', 'Comedy', 'Ecchi', 'Romance', 'School', 'Sci-Fi', 'Shounen']",TV,2008-2008,PG-13,GeneonUniversalEntertainmentHalFilmMakerYTVTheKlockWorxACCreateYomiuriAdvertising,ActionComedyEcchiRomanceSchoolSci-FiShounen
2932,"Brothers Conflict",12,"['FUNimation Entertainment', 'Brains Base']","['Harem', 'Romance', 'Shoujo']",TV,2013-2013,PG-13,FUNimationEntertainmentBrainsBase,HaremRomanceShoujo
855,"Kyoushoku Soukou Guyver (Guyver: Out of Control)",1,"['Movic', 'Production Reed']","['Action', 'Horror', 'Sci-Fi', 'Super Power']",OVA,1986-1986,R+,MovicProductionReed,ActionHorrorSci-FiSuperPower
353,"Viva Namida",1,"['Bones']","['Music']",Music,2013-2013,PG-13,Bones,Music
2894,"Beast Wars Neo",35,"['Production Reed']","['Action', 'Adventure', 'Mecha', 'Shounen', 'Super Power']",TV,1999-1999,PG,ProductionReed,ActionAdventureMechaShounenSuperPower
865,"A-Ko The Versus (Project A-ko: Uncivil Wars)",2,"['None found', 'add some']","['Action', 'Adventure', 'Comedy', 'Romance', 'Sci-Fi', 'Shounen', 'Super Power']",OVA,1990-1990,PG-13,Nonefoundaddsome,ActionAdventureComedyRomanceSci-FiShounenSuperPower
225,"Aru Machi Kado no Monogatari (Tales of the Street Corner)",1,"['Mushi Productions']","['Drama', 'Music', 'Romance']",Movie,1962-1962,G,MushiProductions,DramaMusicRomance
2107,"Tiger Mask Nisei",33,"['Toei Animation']","['Action', 'Drama', 'Sports']",TV,1981-1982,R,ToeiAnimation,ActionDramaSports
2723,"Yama no Susume (Encouragement of Climb)",12,"['8bit', 'Earth Star Entertainment']","['Adventure', 'Comedy', 'Seinen', 'Slice of Life']",TV,2013-2013,G,8bitEarthStarEntertainment,AdventureComedySeinenSliceofLife
2081,"Hiiro no Kakera Dai Ni Shou",13,"['Studio Deen', 'Sentai Filmworks', 'Hiiro No Kakera Production Committee']","['Fantasy', 'Romance', 'Shoujo', 'Supernatural']",TV,2012-2012,PG-13,StudioDeenSentaiFilmworksHiiroNoKakeraProductionCommittee,FantasyRomanceShoujoSupernatural
1229,"Gag Manga Biyori Jump Festa 2002 Special",1,"['DAX Production']","['Comedy']",Special,2002-2002,PG-13,DAXProduction,Comedy
299,"Shouwa Monogatari (Movie)",1,"['Wao World']","['Drama', 'Historical']",Movie,2011-2011,PG,WaoWorld,DramaHistorical
3022,"Uchuu no Kishi Tekkaman (Space Knight Tekkaman)",26,"['Tatsunoko Productions']","['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",TV,1975-1975,G,TatsunokoProductions,ActionAdventureMechaSci-FiShounenSpace
2794,"Ketsuekigata-kun! 2",12,"['Feel', 'Earth Star Entertainment']","['Comedy']",TV,2015-2015,PG-13,FeelEarthStarEntertainment,Comedy
2761,"Lemon Angel Project",13,"['Radix']","['Drama', 'Music']",TV,2006-2006,PG,Radix,DramaMusic
757,"Maken-Ki! OVA",2,"['Xebec', 'AIC', 'FUNimation Entertainment']","['Action', 'Ecchi', 'Harem', 'Martial Arts', 'School', 'Super Power']",OVA,2012-2013,R+,XebecAICFUNimationEntertainment,ActionEcchiHaremMartialArtsSchoolSuperPower
1228,"Push",1,"['None found', 'add some']","['Parody']",Special,1987-1987,PG-13,Nonefoundaddsome,Parody
298,"Ookii 1 Nensei to Chiisana 2 Nensei",1,"['A-1 Pictures']","['Adventure']",Movie,2014-2014,PG,A-1Pictures,Adventure
987,"Aria The Origination Picture Drama",7,"['Hal Film Maker', 'Right Stuf']","['Fantasy', 'Sci-Fi', 'Slice of Life']",Special,2008-2008,G,HalFilmMakerRightStuf,FantasySci-FiSliceofLife
2702,"Transformers Masterforce (Transformers Super-God Masterforce)",47,"['Toei Animation']","['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",TV,1988-1989,PG,ToeiAnimation,AdventureMechaSci-FiShounen
668,"Koukou Butouden Crows (Crows)",2,"['Knack Productions']","['Action', 'School', 'Shounen']",OVA,1994-1994,R,KnackProductions,ActionSchoolShounen
894,"Baccano! Specials",3,"['Aniplex', 'FUNimation Entertainment', 'Brains Base', 'Aniplex of America']","['Action', 'Comedy', 'Historical', 'Mystery', 'Seinen', 'Supernatural']",Special,2008-2008,R,AniplexFUNimationEntertainmentBrainsBaseAniplexofAmerica,ActionComedyHistoricalMysterySeinenSupernatural
1869,"Miracle Giants Doumu-kun",49,"['Yomiko Advertising']","['Sports']",TV,1989-1990,PG,YomikoAdvertising,Sports
1149,"Mini Van Special",1,"['DLE']","['Comedy', 'Game']",Special,2013-2013,PG-13,DLE,ComedyGame
2289,"Binan Koukou Chikyuu Bouei-bu LOVE!",12,"['Diomedea', 'FUNimation Entertainment', 'Pony Canyon']","['Comedy', 'Magic', 'Slice of Life']",TV,2015-2015,PG-13,DiomedeaFUNimationEntertainmentPonyCanyon,ComedyMagicSliceofLife
198,"Panda Kopanda (Panda! Go Panda!)",2,"['Tokyo Movie Shinsha', 'Discotek']","['Comedy', 'Kids']",Movie,1972-1973,PG,TokyoMovieShinshaDiscotek,ComedyKids
2265,"Mermaid Melody Pichi Pichi Pitch Pure",39,"['Actas', 'Synergy Japan']","['Adventure', 'Comedy', 'Magic', 'Romance', 'Shoujo']",TV,2004-2004,PG,ActasSynergyJapan,AdventureComedyMagicRomanceShoujo
2857,"Maken-Ki!",12,"['AIC', 'FUNimation Entertainment']","['Action', 'Ecchi', 'Harem', 'Martial Arts', 'School', 'Super Power']",TV,2011-2011,R+,AICFUNimationEntertainment,ActionEcchiHaremMartialArtsSchoolSuperPower
2658,"Panyo Panyo Di Gi Charat",48,"['Madhouse', 'Broccoli']","['Comedy']",TV,2002-2003,G,MadhouseBroccoli,Comedy
984,"HeatGuy J Special",1,"['Bandai Visual', 'Satelight', 'FUNimation Entertainment']","['Action', 'Adventure', 'Mecha', 'Police', 'Sci-Fi']",Special,2003-2003,PG-13,BandaiVisualSatelightFUNimationEntertainment,ActionAdventureMechaPoliceSci-Fi
2414,"Otogi-jushi Akazukin (Fairy Musketeers)",39,"['Madhouse', 'Diomedea']","['Adventure', 'Comedy', 'Fantasy']",TV,2006-2007,PG-13,MadhouseDiomedea,AdventureComedyFantasy
2742,"Skull Man (The Skull Man)",13,"['Bones', 'Diomedea', 'Sentai Filmworks']","['Action', 'Mystery', 'Super Power']",TV,2007-2007,PG-13,BonesDiomedeaSentaiFilmworks,ActionMysterySuperPower
1998,"Maoyuu Maou Yuusha (Maoyu",12,"['Arms', 'Genco', 'Animax', 'Sentai Filmworks']","['Adventure', 'Demons', 'Fantasy', 'Romance']",TV,2013-2013,PG-13,ArmsGencoAnimaxSentaiFilmworks,AdventureDemonsFantasyRomance
2710,"Yume Senshi Wingman (Wingman)",47,"['Toei Animation']","['Action', 'Comedy', 'Romance', 'School', 'Super Power']",TV,1984-1985,PG-13,ToeiAnimation,ActionComedyRomanceSchoolSuperPower
2899,"iDOLM@STER Xenoglossia",26,"['Sunrise', 'Sentai Filmworks']","['Action', 'Comedy', 'Mecha', 'Sci-Fi']",TV,2007-2007,PG-13,SunriseSentaiFilmworks,ActionComedyMechaSci-Fi
2865,"Hakugei Densetsu (Hakugei: Legend of the Moby Dick)",26,"['ADV Films', 'Studio Junio', 'Annapuru']","['Adventure', 'Sci-Fi']",TV,1997-1999,PG-13,ADVFilmsStudioJunioAnnapuru,AdventureSci-Fi
3087,"Galilei Donna",11,"['Aniplex', 'A-1 Pictures', 'Fuji TV', 'Discotek']","['Action', 'Adventure', 'Sci-Fi']",TV,2013-2013,R,AniplexA-1PicturesFujiTVDiscotek,ActionAdventureSci-Fi
355,"Nihonbashi Koukashita R Keikaku",1,"['Asahi Production', 'Rising Force']","['Music']",Music,2012-2012,G,AsahiProductionRisingForce,Music
2828,"Sora no Method (Celestial Method)",13,"['Bandai Visual', 'Lantis', 'Sentai Filmworks', 'Studio 3Hz', 'Good Smile Company']","['Drama', 'Fantasy', 'School', 'Slice of Life']",TV,2014-2014,PG-13,BandaiVisualLantisSentaiFilmworksStudio3HzGoodSmileCompany,DramaFantasySchoolSliceofLife
2812,"Moero! Top Striker (Top Striker)",49,"['Nippon Animation', 'Fuji TV']","['Action', 'Shounen', 'Sports']",TV,1991-1992,G,NipponAnimationFujiTV,ActionShounenSports
734,"Slow Step",5,"['Youmex']","['Comedy', 'Romance', 'School', 'Slice of Life', 'Sports']",OVA,1991-1991,PG-13,Youmex,ComedyRomanceSchoolSliceofLifeSports
1179,"Etotama Specials",6,"['Shirogumi', 'Encourage Films']","['Action', 'Comedy', 'Fantasy']",Special,2015-2015,PG-13,ShirogumiEncourageFilms,ActionComedyFantasy
1058,"Shakugan no Shana S Specials",4,"['J.C.Staff', 'FUNimation Entertainment']","['Comedy', 'Parody']",Special,2009-2010,PG-13,J.C.StaffFUNimationEntertainment,ComedyParody
2226,"Yuri Kuma Arashi (Yurikuma Arashi)",12,"['Frontier Works', 'FUNimation Entertainment', 'Media Factory', 'Mainichi Broadcasting', 'Movic', 'Gentosha Comics', 'Silver Link']","['Drama', 'Fantasy', 'Psychological', 'School', 'Seinen', 'Shoujo Ai']",TV,2015-2015,R,FrontierWorksFUNimationEntertainmentMediaFactoryMainichiBroadcastingMovicGentoshaComicsSilverLink,DramaFantasyPsychologicalSchoolSeinenShoujoAi
817,"Aozora Shoujo-tai (801 T.T.S. Airbats)",7,"['Studio Fantasia', 'ADV Films']","['Action', 'Comedy', 'Military', 'Romance', 'Shounen']",OVA,1994-1996,PG-13,StudioFantasiaADVFilms,ActionComedyMilitaryRomanceShounen
2447,"Kyojin no Hoshi",182,"['Tokyo Movie Shinsha', 'Yomiuri Telecasting Corporation']","['Drama', 'Sports']",TV,1968-1971,G,TokyoMovieShinshaYomiuriTelecastingCorporation,DramaSports
2323,"Onegai My Melody",52,"['TV Osaka', 'Sanrio', 'My Melody Production Committee', 'Yomiuri Advertising']","['Comedy', 'Fantasy', 'Magic']",TV,2005-2006,PG,TVOsakaSanrioMyMelodyProductionCommitteeYomiuriAdvertising,ComedyFantasyMagic
800,"Crying Freeman",6,"['Toei Animation', 'ADV Films', 'Discotek']","['Action', 'Drama', 'Martial Arts', 'Police', 'Romance', 'Seinen']",OVA,1988-1994,R+,ToeiAnimationADVFilmsDiscotek,ActionDramaMartialArtsPoliceRomanceSeinen
2268,"Pokemon Diamond &amp; Pearl",191,"['TV Tokyo', 'Oriental Light and Magic', 'Shogakukan Productions', 'Viz Media', 'SoftX', 'The Pokemon Company International', 'Nintendo Co.', 'Ltd.', 'Studio Jack']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",TV,2006-2010,PG,TVTokyoOrientalLightandMagicShogakukanProductionsVizMediaSoftXThePokemonCompanyInternationalNintendoCo.Ltd.StudioJack,ActionAdventureComedyFantasyKids
809,"Blue Seed 1.5",2,"['Production I.G']","['Comedy', 'Romance', 'Sci-Fi']",OVA,1996-1996,R,ProductionI.G,ComedyRomanceSci-Fi
1097,"Galaxy Angel Specials",2,"['Madhouse', 'Broccoli']","['Comedy', 'Sci-Fi']",Special,2002-2002,PG-13,MadhouseBroccoli,ComedySci-Fi
2827,"Seikon no Qwaser II (The Qwaser of Stigmata II)",12,"['Hoods Entertainment', 'Sentai Filmworks']","['Action', 'Ecchi', 'Shounen', 'Super Power', 'Supernatural']",TV,2011-2011,R+,HoodsEntertainmentSentaiFilmworks,ActionEcchiShounenSuperPowerSupernatural
2873,"Weiß Kreuz Glühen (Knight Hunters Eternity)",13,"['Studio Deen', 'ufotable', 'Media Blasters', 'NYAV Post']","['Action', 'Drama', 'Shounen']",TV,2002-2003,R,StudioDeenufotableMediaBlastersNYAVPost,ActionDramaShounen
1778,"True Tears",13,"['Bandai Visual', 'Lantis', 'P.A. Works']","['Drama', 'Romance', 'School']",TV,2008-2008,PG-13,BandaiVisualLantisP.A.Works,DramaRomanceSchool
3128,"Soul Eater NOT!",12,"['Bones', 'TV Tokyo', 'Dentsu', 'Square Enix', 'FUNimation Entertainment', 'Sony Music Communications']","['Action', 'Comedy', 'Ecchi', 'Shounen', 'Supernatural']",TV,2014-2014,PG-13,BonesTVTokyoDentsuSquareEnixFUNimationEntertainmentSonyMusicCommunications,ActionComedyEcchiShounenSupernatural
1940,"Ai no Wakakusa Monogatari (Tales of Little Women)",48,"['Nippon Animation', 'Saban Entertainment']","['Drama', 'Historical', 'Slice of Life']",TV,1987-1987,G,NipponAnimationSabanEntertainment,DramaHistoricalSliceofLife
2371,"Yu☆Gi☆Oh! Zexal Second",73,"['TV Tokyo', 'Studio Gallop', 'NAS']","['Action', 'Fantasy', 'Game', 'Shounen']",TV,2012-2014,PG-13,TVTokyoStudioGallopNAS,ActionFantasyGameShounen
2197,"Cardfight!! Vanguard",65,"['Dentsu', 'Sotsu Agency', 'TMS Entertainment', 'Sakura Create', 'Bushiroad Inc.']","['Action', 'Adventure', 'Demons', 'Game', 'Shounen']",TV,2011-2012,PG-13,DentsuSotsuAgencyTMSEntertainmentSakuraCreateBushiroadInc.,ActionAdventureDemonsGameShounen
2858,"Rolling☆Girls (The Rolling Girls)",12,"['Dentsu', 'FUNimation Entertainment', 'Shochiku', 'Mainichi Broadcasting', 'Pony Canyon', 'Movic', 'Wit Studio']","['Action', 'Adventure', 'Slice of Life', 'Super Power']",TV,2015-2015,PG-13,DentsuFUNimationEntertainmentShochikuMainichiBroadcastingPonyCanyonMovicWitStudio,ActionAdventureSliceofLifeSuperPower
2478,"Onegai My Melody Sukkiri♪",52,"['Sanrio']","['Comedy', 'Fantasy', 'Magic']",TV,2007-2008,PG,Sanrio,ComedyFantasyMagic
751,"Honoo no Tenkousei",2,"['Gainax', 'Studio Fantasia', 'Youmex']","['Action', 'Comedy', 'Martial Arts', 'Parody', 'School', 'Shounen', 'Sports']",OVA,1991-1991,PG-13,GainaxStudioFantasiaYoumex,ActionComedyMartialArtsParodySchoolShounenSports
2936,"Happy Happy Clover",13,"['Group TAC']","['Comedy', 'Fantasy', 'Kids', 'Shoujo']",TV,2007-2007,G,GroupTAC,ComedyFantasyKidsShoujo
822,"Denshin Mamotte Shugogetten",8,"['Toei Animation']","['Comedy', 'Fantasy', 'Magic', 'Romance', 'Shounen']",OVA,2000-2001,PG-13,ToeiAnimation,ComedyFantasyMagicRomanceShounen
2871,"Telepathy Shoujo Ran",26,"['TMS Entertainment']","['Fantasy', 'School']",TV,2008-2008,PG-13,TMSEntertainment,FantasySchool
2220,"Madan no Ou to Vanadis (Lord Marksman and Vanadis)",13,"['Satelight', 'FUNimation Entertainment', 'Media Factory', 'Movic']","['Adventure', 'Ecchi', 'Fantasy', 'Harem', 'Romance']",TV,2014-2014,R,SatelightFUNimationEntertainmentMediaFactoryMovic,AdventureEcchiFantasyHaremRomance
410,"Nyoro-n Churuya-san",13,"['Kyoto Animation', 'Kadokawa Shoten', 'Bandai Entertainment']","['Comedy']",ONA,2009-2009,G,KyotoAnimationKadokawaShotenBandaiEntertainment,Comedy
1221,"Winter Sonata Episode 0",1,"['G&amp;G Entertainment', 'JM animation']","['Drama', 'Romance']",Special,2009-2009,PG-13,G&amp;GEntertainmentJManimation,DramaRomance
2908,"Chouon Senshi Borgman",35,"['Production Reed', 'Asahi Production', 'Yomiuri Advertising']","['Action', 'Demons', 'Sci-Fi', 'Shounen']",TV,1988-1988,PG-13,ProductionReedAsahiProductionYomiuriAdvertising,ActionDemonsSci-FiShounen
2196,"Astro Boy (1980)",52,"['Tezuka Productions', 'Nippon Television Network Corporation']","['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",TV,1980-1981,G,TezukaProductionsNipponTelevisionNetworkCorporation,ActionAdventureMechaSci-FiShounen
1170,"Sky Girls Specials",9,"['J.C.Staff']","['Comedy', 'Mecha', 'Military', 'Sci-Fi']",Special,2007-2008,G,J.C.Staff,ComedyMechaMilitarySci-Fi
2956,"Catman Series III",6,"['Fuji TV']","['Comedy', 'Fantasy', 'Slice of Life']",TV,2008-2008,R,FujiTV,ComedyFantasySliceofLife
728,"Nurse Witch Komugi-chan Magikarte Z",2,"['Geneon Universal Entertainment', 'Tatsunoko Productions']","['Comedy']",OVA,2004-2005,PG-13,GeneonUniversalEntertainmentTatsunokoProductions,Comedy
2832,"Tsuyokiss",12,"['Trinet Entertainment', 'Three Fat Samurai', 'Sol Blade']","['Comedy', 'Romance', 'School', 'Slice of Life']",TV,2006-2006,PG-13,TrinetEntertainmentThreeFatSamuraiSolBlade,ComedyRomanceSchoolSliceofLife
3129,"Xenosaga The Animation",12,"['Toei Animation', 'ADV Films', 'FUNimation Entertainment', 'Happinet Pictures']","['Action', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",TV,2005-2005,PG-13,ToeiAnimationADVFilmsFUNimationEntertainmentHappinetPictures,ActionMechaSci-FiShounenSpace
2968,"Fushigi na Melmo (Marvelous Melmo)",26,"['Mushi Productions', 'Tezuka Productions']","['Magic', 'Shoujo']",TV,1971-1972,PG,MushiProductionsTezukaProductions,MagicShoujo
2959,"Ikkitousen (Ikki Tousen)",13,"['J.C.Staff', 'Geneon Universal Entertainment', 'Genco', 'FUNimation Entertainment', 'Cosmic Ray', 'Eye Move', 'Bushiroad Inc.']","['Ecchi', 'Martial Arts', 'School', 'Super Power']",TV,2003-2003,R+,J.C.StaffGeneonUniversalEntertainmentGencoFUNimationEntertainmentCosmicRayEyeMoveBushiroadInc.,EcchiMartialArtsSchoolSuperPower
425,"Catman Series II",8,"['Fuji TV']","['Comedy', 'Fantasy', 'Slice of Life']",ONA,2002-2002,PG-13,FujiTV,ComedyFantasySliceofLife
405,"Akame ga Kill! Theater",24,"['White Fox', 'C-Station', 'TOHO animation']","['Comedy']",ONA,2014-2014,PG-13,WhiteFoxC-StationTOHOanimation,Comedy
2937,"Jetter Mars",27,"['Tezuka Productions']","['Action', 'Drama', 'Mecha', 'Sci-Fi']",TV,1977-1977,G,TezukaProductions,ActionDramaMechaSci-Fi
1100,"Cluster Edge Specials",3,"['Sentai Filmworks']","['Action', 'Fantasy', 'Military', 'Sci-Fi']",Special,2006-2006,PG-13,SentaiFilmworks,ActionFantasyMilitarySci-Fi
2823,"Gasaraki",25,"['Sunrise', 'ADV Films', 'Yomiko Advertising', 'Right Stuf', 'Atelier Musa']","['Drama', 'Mecha', 'Military', 'Psychological', 'Supernatural']",TV,1998-1999,PG-13,SunriseADVFilmsYomikoAdvertisingRightStufAtelierMusa,DramaMechaMilitaryPsychologicalSupernatural
2767,"Transformers Micron Densetsu (Transformers Armada)",52,"['Actas', 'Hasbro']","['Action', 'Mecha', 'Sci-Fi', 'Shounen']",TV,2003-2003,PG-13,ActasHasbro,ActionMechaSci-FiShounen
2047,"High School! Kimengumi (Funny Faces in High School)",86,"['Studio Comet', 'Tsuchida Productions']","['Comedy', 'Parody', 'Romance', 'School', 'Shounen']",TV,1985-1987,None,StudioCometTsuchidaProductions,ComedyParodyRomanceSchoolShounen
2925,"Otogi Story Tenshi no Shippo (Angel Tales)",12,"['Lantis', 'Tokyo Kids', 'Bandai Entertainment']","['Comedy', 'Fantasy', 'Harem', 'Magic', 'Romance']",TV,2001-2001,PG-13,LantisTokyoKidsBandaiEntertainment,ComedyFantasyHaremMagicRomance
2910,"Examurai Sengoku",24,"['TMS Entertainment']","['Action', 'Martial Arts', 'Samurai', 'Sci-Fi']",TV,2009-2009,PG-13,TMSEntertainment,ActionMartialArtsSamuraiSci-Fi
2869,"Massugu ni Ikou.",4,"['Yumeta Company']","['Comedy', 'Josei', 'Romance', 'Slice of Life']",TV,2003-2003,PG,YumetaCompany,ComedyJoseiRomanceSliceofLife
383,"Inferno Cop",13,"['CoMix Wave Films', 'Trigger']","['Action', 'Police']",ONA,2012-2013,R,CoMixWaveFilmsTrigger,ActionPolice
2813,"Nagato Yuki-chan no Shoushitsu",16,"['Satelight', 'FUNimation Entertainment', 'Lantis', 'Kadokawa Shoten', 'The Klock Worx']","['Comedy', 'Romance', 'School', 'Seinen', 'Slice of Life']",TV,2015-2015,PG-13,SatelightFUNimationEntertainmentLantisKadokawaShotenTheKlockWorx,ComedyRomanceSchoolSeinenSliceofLife
811,"Comic Party Revolution OVA",4,"['None found', 'add some']","['Comedy']",OVA,2003-2004,PG-13,Nonefoundaddsome,Comedy
288,"Chikyuu ga Ugoita Hi (The Day the Earth Moved)",1,"['None found', 'add some']","['Drama']",Movie,1997-1997,PG,Nonefoundaddsome,Drama
763,"Nurse Witch Komugi-chan Magikarte",5,"['Kyoto Animation', 'ADV Films', 'Rondo Robe', 'Pioneer LDC', 'Toshiba Entertainment']","['Comedy', 'Magic', 'Parody']",OVA,2002-2004,PG-13,KyotoAnimationADVFilmsRondoRobePioneerLDCToshibaEntertainment,ComedyMagicParody
3048,"Magikano",13,"['ADV Films', 'FUNimation Entertainment', 'Lantis', 'Tokyo Kids']","['Comedy', 'Fantasy', 'Harem', 'Magic', 'Romance', 'Shounen']",TV,2006-2006,PG-13,ADVFilmsFUNimationEntertainmentLantisTokyoKids,ComedyFantasyHaremMagicRomanceShounen
2698,"Kaiketsu Jouki Tanteidan (Steam Detectives)",26,"['Xebec', 'ADV Films', 'Studio Tron']","['Action', 'Mecha', 'Mystery', 'Police']",TV,1998-1999,PG-13,XebecADVFilmsStudioTron,ActionMechaMysteryPolice
2470,"Gegege no Kitarou (2007)",100,"['Toei Animation']","['Comedy', 'Fantasy', 'Horror']",TV,2007-2009,PG,ToeiAnimation,ComedyFantasyHorror
3089,"Green Green",12,"['Studio Matrix', 'Pony Canyon', 'Media Blasters', 'Memory-Tech', 'Pony Canyon Enterprises', 'Studio Jack']","['Comedy', 'Ecchi', 'Romance', 'School', 'Slice of Life']",TV,2003-2003,R+,StudioMatrixPonyCanyonMediaBlastersMemory-TechPonyCanyonEnterprisesStudioJack,ComedyEcchiRomanceSchoolSliceofLife
976,"Beelzebub Specials",16,"['Studio Pierrot', 'Opera House']","['Action', 'Comedy', 'Demons', 'School', 'Shounen', 'Supernatural']",Special,2011-2012,PG-13,StudioPierrotOperaHouse,ActionComedyDemonsSchoolShounenSupernatural
3063,"Ayakashi",12,"['Tokyo Kids']","['Action', 'Fantasy', 'Horror', 'Sci-Fi']",TV,2007-2008,R,TokyoKids,ActionFantasyHorrorSci-Fi
2242,"Cyborg 009 (1979) (Cyborg 009)",50,"['Toei Animation']","['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",TV,1979-1980,PG-13,ToeiAnimation,ActionAdventureMechaSci-FiShounen
3074,"Kuusen Madoushi Kouhosei no Kyoukan (Sky Wizards Academy)",12,"['Diomedea', 'FUNimation Entertainment', 'flying DOG']","['Action', 'Drama', 'Fantasy', 'Magic', 'School']",TV,2015-2015,PG-13,DiomedeaFUNimationEntertainmentflyingDOG,ActionDramaFantasyMagicSchool
1093,"Hiyokoi (2012)",3,"['TV Tokyo']","['Romance', 'School', 'Shoujo']",Special,2012-2012,G,TVTokyo,RomanceSchoolShoujo
2659,"Taiyou no Yuusha Fighbird (Brave of the Sun Fighbird)",48,"['Sunrise']","['Action', 'Mecha', 'Sci-Fi']",TV,1991-1992,G,Sunrise,ActionMechaSci-Fi
985,"Amagami SS+ Plus Specials",6,"['AIC']","['Romance']",Special,2012-2012,PG-13,AIC,Romance
3007,"Happiness!",12,"['Artland', 'Maiden Japan', 'Delphi Sound']","['Comedy', 'Harem', 'Magic', 'Romance', 'School']",TV,2006-2006,PG-13,ArtlandMaidenJapanDelphiSound,ComedyHaremMagicRomanceSchool
2338,"Mahou no Tenshi Creamy Mami (Magical Angel Creamy Mami)",52,"['Studio Pierrot', 'Kodansha']","['Comedy', 'Fantasy', 'Magic', 'Romance', 'School', 'Sci-Fi', 'Shoujo']",TV,1983-1984,G,StudioPierrotKodansha,ComedyFantasyMagicRomanceSchoolSci-FiShoujo
3142,"Tantei Team KZ Jiken Note",Unknown,"['SIGNAL MD']","['Mystery']",TV,2015 -2015 ,PG,SIGNALMD,Mystery
1107,"Sousei no Aquarion Evol",1,"['Satelight']","['Mecha', 'Romance', 'Sci-Fi']",Special,2015-2015,PG-13,Satelight,MechaRomanceSci-Fi
358,"Follow Me",1,"['Warner Music Japan']","['Drama', 'Music', 'Romance', 'Slice of Life']",Music,2012-2012,G,WarnerMusicJapan,DramaMusicRomanceSliceofLife
669,"Macross 7 Encore",3,"['Bandai Visual', 'Mainichi Broadcasting', 'Production Reed', 'Studio Nue']","['Action', 'Comedy', 'Drama', 'Mecha', 'Music', 'Sci-Fi', 'Shounen']",OVA,1995-1996,PG-13,BandaiVisualMainichiBroadcastingProductionReedStudioNue,ActionComedyDramaMechaMusicSci-FiShounen
3018,"Nanami-chan 3rd Series",16,"['Robot']","['Comedy', 'Kids']",TV,2006-2006,G,Robot,ComedyKids
2779,"Okusama ga Seitokaichou! (My Wife is the Student Council President)",12,"['DAX Production', 'Seven', 'Dream Creation']","['Comedy', 'Ecchi', 'Romance', 'School', 'Shounen']",TV,2015-2015,R+,DAXProductionSevenDreamCreation,ComedyEcchiRomanceSchoolShounen
2755,"Betterman",26,"['Sunrise', 'Bandai Entertainment', 'Sentai Filmworks']","['Action', 'Adventure', 'Comedy', 'Drama', 'Horror', 'Mecha', 'Mystery', 'Psychological', 'Sci-Fi', 'Shounen']",TV,1999-1999,R,SunriseBandaiEntertainmentSentaiFilmworks,ActionAdventureComedyDramaHorrorMechaMysteryPsychologicalSci-FiShounen
357,"Atarashii Sekai (New World)",1,"['Studio 4°C']","['Music']",Music,2008-2008,G,Studio4°C,Music
3106,"Himitsu no Akko-chan (Secrets of Akko-chan)",94,"['Toei Animation']","['Magic', 'School', 'Shoujo']",TV,1969-1970,G,ToeiAnimation,MagicSchoolShoujo
2269,"PopoloCrois",26,"['Tokyo Movie Shinsha', 'TMS Entertainment']","['Adventure', 'Fantasy']",TV,2003-2004,PG,TokyoMovieShinshaTMSEntertainment,AdventureFantasy
2819,"Wanwan Sanjushi (Dogtanian and the Three Muskehounds)",26,"['Nippon Animation']","['Adventure', 'Historical']",TV,1981-1982,G,NipponAnimation,AdventureHistorical
2393,"Digimon Savers (Digimon Data Squad)",48,"['Toei Animation', 'Fuji TV', 'Flatiron Film Company']","['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']",TV,2006-2007,PG,ToeiAnimationFujiTVFlatironFilmCompany,AdventureComedyDramaFantasyShounen
325,"Black★Rock Shooter",1,"['None found', 'add some']","['Action', 'Music']",Music,2008-2008,PG-13,Nonefoundaddsome,ActionMusic
2503,"Gegege no Kitarou (1968)",65,"['Toei Animation']","['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']",TV,1968-1969,G,ToeiAnimation,AdventureComedyFantasyHorrorSupernatural
1880,"Hentai Ouji to Warawanai Neko.",12,"['J.C.Staff', 'Frontier Works', 'Media Factory', 'Sentai Filmworks']","['Comedy', 'Harem', 'Romance', 'School', 'Seinen', 'Supernatural']",TV,2013-2013,PG-13,J.C.StaffFrontierWorksMediaFactorySentaiFilmworks,ComedyHaremRomanceSchoolSeinenSupernatural
