_id,ltable_ID,rtable_ID,ltable_Title,ltable_Genres_Merged,ltable_Episodes,ltable_Year,ltable_Type,ltable_ProductionHouse_Merged,rtable_Title,rtable_Genres_Merged,rtable_Episodes,rtable_Year,rtable_Type,rtable_ProductionHouse_Merged
15240,632,1808,Shin Getter Robo tai Neo Getter Robo,ActionMechaSci-FiShounen,4,2000-2001,OVA,BandaiVisualBeeMediaDiscotekDynamicPlanning,Getter Robo Go,MechaSciFi,50,1991 - 1992,TV,ToeiAnimation
15354,944,1816,Seikai no Senki Special,ActionMilitaryRomanceSci-FiSpace,1,2001-2001,Special,SunriseBandaiVisualWOWOWBeSTACK,Grisaia no Kajitsu Specials,,6,2014 - 2015,DVD Special,8-Bit
15440,1239,1816,Robot Girls Z Specials,ComedyParody,3,2014-2014,Special,ToeiAnimationNipponColumbiaLandQstudios,Grisaia no Kajitsu Specials,,6,2014 - 2015,DVD Special,8-Bit
15546,1239,1817,Robot Girls Z Specials,ComedyParody,3,2014-2014,Special,ToeiAnimationNipponColumbiaLandQstudios,The Fruit of Grisaia Specials,,6,2014 - 2015,DVD Special,8-Bit
15647,77,1832,Waga Seishun no Arcadia,ActionAdventureDramaSci-FiSpace,1,1982-1982,Movie,ToeiAnimationAnimeigo,Soukyuu no Fafner: Arcadian Memory,,2,2005 - 2006,OVA,XEBEC
15726,2302,1853,Strike Witches,ActionEcchiMagicMilitarySci-Fi,12,2008-2008,TV,GonzoFUNimationEntertainmentKadokawaShotenTheKlockWorxNTTDocomo501stJOINTFIGHTERWING,Nozomi Witches,BoxingSports,3,1992 - 1993,OVA,GroupTAC
16066,4,1910,Mononoke Hime (Princess Mononoke),ActionAdventureFantasy,1,1997-1997,Movie,StudioGhibliTokumaShotenGKidsNipponTelevisionNetworkCorporation,Princess Anmitsu,BasedonaManga,51,1986 - 1987,TV,StudioPierrot
16169,1581,1929,Plastic Memories,DramaRomanceSci-Fi,13,2015-2015,TV,AniplexDogaKoboAniplexofAmericaMages,Plastic Little,ActionEcchiMilitarySciFi,1,1994,OVA,
16345,1030,1948,Galaxy Angel Z Special,ComedySci-Fi,1,2002-2002,Special,BroccoliBandaiEntertainment,009-1 Special,ActionBasedonaMangaCyborgsEcchiSciFi,1,2007,DVD Special,IshimoriProductions
16586,900,2011,Gekkan Shoujo Nozaki-kun Specials,ComedyRomanceSchool,6,2014-2015,Special,DogaKoboMediaFactory,Bladedance of Elementalers Specials,,6,2014 - 2015,DVD Special,TNK
16722,1052,2012,Ookami to Koushinryou II Specials (Spice and Wolf II Specials),Fantasy,2,2009-2009,Special,FUNimationEntertainmentBrainsBase,Seirei Tsukai no Blade Dance Specials,,6,2014 - 2015,DVD Special,TNK
16806,938,2026,Rurouni Kenshin Special (Samurai X Special),ActionHistoricalRomanceSamurai,1,1998-1998,Special,StudioDeenSMEVisualWorksFujiTVMediaBlasters,Softenni Specials,EcchiNudity,6,2011,DVD Special,XEBEC
17048,2969,2041,Gokuu no Daibouken (Adventures of the Monkey King),ComedyFantasy,39,1967-1967,TV,MushiProductions,Hamtaro Movie 1: Ham Ham Land no Daibouken,AdventureAnimalProtagonistsFamilyFriendlyFantasy,1,2001,Movie,TMSEntertainment
17063,88,2047,Top wo Nerae! &amp; Top wo Nerae 2! Gattai Movie!!,ComedyMechaShounen,2,2006-2006,Movie,Gainax,Top wo Nerae! Science Lessons,OmakeOriginalWork,6,2004,DVD Special,Gainax
17078,3038,2053,Power Stone,AdventureComedyFantasyHistoricalShounen,26,1999-1999,TV,StudioPierrotAvexEntertainmentADVFilms,Power Stone,Adventure,26,1999,TV,StudioPierrot
17192,974,2073,Elfen Lied Special (Elfen Lied: In the Passing Rain),DramaEcchiSupernatural,1,2005-2005,Special,VAPADVFilms,Macross 25th Anniversary Special Eizou - ALL THAT VF Macross Zero Version,,1,2008,Other,
17433,2178,2095,Kikou Souseiki Mospeada (Genesis Climber Mospeada),ActionMechaMilitary,25,1983-1984,TV,ArtmicTatsunokoProductions,Genesis Survivor Gaiarth,ActionMechaPost-apocalypticSciFi,3,1992 - 1993,OVA,AIC
17640,1177,2101,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,ComedyRomanceSeinenSliceofLife,3,2013-2013,Special,AniplexA-1PicturesAniplexofAmerica,Hyakka Ryouran: Samurai After Specials,,2,2015,DVD Special,ARMS
17928,2171,2124,Popolocrois Monogatari,AdventureFantasy,25,1998-1999,TV,BeeTrainProductionI.GTVTokyoAniplex,Umi Monogatari ~Anata ga Ite Kureta Koto~ Special,Fantasy,1,2010,DVD Special,Zexcs
17987,1433,2136,Mahou Shoujo Lyrical Nanoha A&#039;s (Magical Girl Lyrical Nanoha A&#039;s),ActionComedyDramaMagicSuperPower,13,2005-2005,TV,SevenArcsFUNimationEntertainment,Magical Star Magical Emi,MagicalGirlOriginalWork,38,1985 - 1986,TV,StudioPierrot
18043,67,2155,Toaru Hikuushi e no Tsuioku (The Princess and the Pilot),AdventureMilitaryRomance,1,2011-2011,Movie,MadhouseTVTokyoTMSEntertainmentMovicNISAmericaInc.CycloneGraphicsinc,Princess Lover! Picture Drama,PictureDrama,6,2009 - 2010,DVD Special,
18179,1139,2165,Tide-Line Blue Special,AdventureDramaShounen,1,2006-2006,Special,BandaiEntertainment,Nodame Cantabile: Finale Special,ClassicalMusicComedyEuropeMusicRomance,1,2010,DVD Special,J.C.Staff
18238,376,2175,Katekyo Hitman Reborn! Special,ComedyShounen,1,2010-2010,ONA,Artland,Kateikyoushi Hitman Reborn!,ActionAdventureBasedonaMangaComedyShounenSupernaturalSuperpowers,203,2006 - 2010,TV,Artland
18286,91,2186,Kowarekake no Orgel (Movie),DramaMusicSci-FiSliceofLife,1,2010-2010,Movie,ElectromagneticWave,Ao no Exorcist Movie,ActionBasedonaMangaDemonsFantasyShounenSupernatural,1,2012,Movie,A-1Pictures
18647,2983,2232,Shuffle! Memories,ComedyDramaEcchiFantasyHaremMagicRomanceSchoolSeinen,12,2007-2007,TV,AsreadKadokawaPicturesUSAMemory-Tech,Memories Off 2nd,Romance,3,2003,OVA,PictureMagic
19641,1216,2329,Yoshinaga-san&#039;chi no Gargoyle Specials,AdventureComedyFantasy,5,2006-2006,Special,StudioHibari,Queen's Blade: Gyokuza wo Tsugumono Specials,ComedyEcchiExplicitSexPantyShots,6,2009 - 2010,DVD Special,ARMS
19675,1146,2330,Otome wa Boku ni Koishiteru Special,ComedyRomanceSchool,1,2007-2007,Special,Feel,Gokukoku no Brynhildr Special,ComedyEcchiHaremSciFiSuperpowers,1,2014,DVD Special,ARMS
19685,1237,2330,Sousei no Aquarion Special,ComedyMecha,1,2008-2008,Special,Bandai,Gokukoku no Brynhildr Special,ComedyEcchiHaremSciFiSuperpowers,1,2014,DVD Special,ARMS
19843,2273,2344,Taiho Shichau zo Special (You&#039;re Under Arrest Mini Specials),ActionComedyPoliceShounen,20,1999-1999,TV,TBS,Getsumen To Heiki Mina Specials,,2,2006,DVD Special,
20020,1030,2372,Galaxy Angel Z Special,ComedySci-Fi,1,2002-2002,Special,BroccoliBandaiEntertainment,To Heart Specials,,6,,Music Video,OLM
20331,2010,2407,Pokemon XY,ActionAdventureComedyFantasyKids,93,2013-2015,TV,TVTokyoOrientalLightandMagicThePokemonCompanyInternational,Pokemon: Gotta Dance!,FamilyFriendly,1,2003,TV Special,OLM
20363,2330,2413,Cobra The Animation,ActionAdventureSci-FiSpace,13,2010-2010,TV,MagicBus,Kyoto Animation: Hoshi-hen,Promotional,1,2011,Other,KyotoAnimation
20388,1972,2417,Legend of Basara,AdventureDramaRomanceShoujo,13,1998-1998,TV,KSS,Legend of Crystania: The Chaos Ring,AdventureFantasy,3,1996 - 1997,OVA,TriangleStaff
20482,2926,2445,Trouble Chocolate,ComedyRomanceSci-FiShounen,20,1999-2000,TV,Robot,Chocolate Underground,BasedonaNovelFamilyFriendlyFood,13,2008,TV,ProductionI.G
20502,897,2451,Durarara!! Specials,ActionComedySupernatural,2,2010-2011,Special,AniplexBrainsBaseAniplexofAmerica,Senran Kagura Specials,Ecchi,6,2013,DVD Special,Artland
20559,1097,2451,Galaxy Angel Specials,ComedySci-Fi,2,2002-2002,Special,MadhouseBroccoli,Senran Kagura Specials,Ecchi,6,2013,DVD Special,Artland
20882,932,2483,Kamichu! Specials (The Goddess is a Middle School Student),ComedyDramaSliceofLifeSupernatural,4,2005-2006,Special,GeneonUniversalEntertainmentFUNimationEntertainmentBrainsBase,Queen's Blade: Rurou no Senshi Specials,EcchiExplicitSex,6,2009,DVD Special,GENCO
20883,933,2483,Aa! Megami-sama! (TV) Specials,ComedyMagicRomanceSeinenSupernatural,3,2005-2005,Special,BandaiVisualAICMediaBlastersNYAVPost,Queen's Blade: Rurou no Senshi Specials,EcchiExplicitSex,6,2009,DVD Special,GENCO
21049,393,2490,Nisekoimonogatari,Music,1,2015-2015,ONA,Shaft,Heisei Inu Monogatari Bow,ComedySliceofLife,40,1993 - 1994,TV,NipponAnimation
21148,2814,2501,Ribbon no Kishi (Princess Knight),ActionFantasyMysteryRomance,52,1967-1968,TV,MushiProductionsRightStuf,Princess Lover! Magical Knight Maria-chan,,6,2009 - 2010,DVD Special,GoHands
21721,1861,2624,Yuusha Keisatsu J-Decker,ActionAdventureMechaPoliceSci-Fi,48,1994-1995,TV,Sunrise,Yuusha Raideen,ActionMechaMonster-of-the-week,50,1975 - 1976,TV,Sunrise
21742,1220,2631,Souten no Ken Specials,ActionHistoricalMartialArtsShounen,4,2007-2007,Special,TVAsahiAPPP,Sinbad No Boken,ActionAdventureBasedonaFairyTaleFamilyFriendlyFantasy,1,1962,Movie,ToeiAnimation
21766,421,2635,Ninja Slayer From Animation,Action,26,2015-2015,ONA,StarchildRecordsFUNimationEntertainmentTriggerGrooove,Koroshiya Ichi the Animation: Episode 0,ExplicitViolence,1,2002,OVA,AIC
22072,39,2690,Colorful (Movie) (Colorful ~ The Motion Picture),DramaSliceofLifeSupernatural,1,2010-2010,Movie,SunriseAniplexSentaiFilmworksAscensionSonyMusicEntertainment,Eden of The East Movie I: The King of Eden,HighStakesGamesMysterynoitaminA,1,2009,Movie,ProductionI.G
22128,47,2701,Neko no Ongaeshi (The Cat Returns),AdventureDramaFantasy,1,2002-2002,Movie,StudioGhibliWaltDisneyStudiosGKids,The Cat Returns,AnimalProtagonistsBasedonaMangaFamilyFriendlyFantasy,1,2002,Movie,StudioGhibli
22209,1378,2718,Eureka Seven,AdventureDramaMechaRomanceSci-FiShounen,50,2005-2006,TV,BonesFUNimationEntertainmentMainichiBroadcastingProductionReedBandaiEntertainment,Eureka Seven,ActionAdventureComingofAgeMechaMilitaryOriginalWorkRomanceSciFiShounenViolence,50,2005 - 2006,TV,Bones
22270,957,2733,Black Jack Specials,Drama,4,2003-2004,Special,TezukaProductions,Code Geass: Lelouch of the Rebellion Special Edition - Black Rebellion,Recap,1,2008,OVA,
22271,958,2733,Air Gear Special (Air Gear: Special Trick),ShounenSports,1,2007-2007,Special,ToeiAnimation,Code Geass: Lelouch of the Rebellion Special Edition - Black Rebellion,Recap,1,2008,OVA,
22828,1593,2789,Special A (Special A (S.A)),ComedyRomanceSchoolShoujo,24,2008-2008,TV,GonzoAICSentaiFilmworksShowgate,Muv-Luv Alternative: Total Eclipse - Pre-Climax Special,ActionAliensAmericaMechaMilitaryRecapSciFiViolence,1,2012,TV Special,Satelight
22880,999,2798,Suisei no Gargantia Specials,ActionMechaSci-Fi,2,2013-2013,Special,ProductionI.GVizMedia,Petit Gargantia,Comedy,13,2013,Web,ProductionI.G
22889,429,2805,Hellsing Ultimate,ActionHorrorMilitarySeinenSupernaturalVampire,10,2006-2012,OVA,MadhouseGeneonUniversalEntertainmentSatelightFUNimationEntertainmentStudioRFInc.Graphinica,Ultimate Muscle,ActionComedyCrude,51,2002,TV,ToeiAnimation
22907,225,2809,Aru Machi Kado no Monogatari (Tales of the Street Corner),DramaMusicRomance,1,1962-1962,Movie,MushiProductions,Gokujo. Gokurakuin Joshikou Ryou Monogatari: Souda Onsen ni Ikou!!,,1,2013,DVD Special,
22986,905,2823,Nodame Cantabile Finale Special,ComedyJoseiMusicRomance,1,2010-2010,Special,J.C.Staff,Prince of Tennis: New Year's Special,RecapShounenSportsTennis,1,2003,TV Special,ProductionI.G
23127,2831,2842,Touka Gettan,DramaRomanceSupernatural,26,2007-2007,TV,StudioDeenWaoWorld,Touka Gettan,ComedyRomanceSupernatural,26,2007,TV,StudioDeen
23229,3131,2860,Bakkyuu HIT! Crash Bedaman,Adventure,50,2006-2006,TV,SynergySPHeewonEntertainment,B-Legend! Battle Bedaman,ActionAdventureBasedonaMangaBasedonaVideoGameFamilyFriendlyFantasyShounen,52,2004,TV,NipponAnimedia
23459,1345,2894,Dragon Ball Z,ActionAdventureComedyFantasyMartialArtsShounenSuperPower,291,1989-1996,TV,ToeiAnimationFUNimationEntertainmentFujiTV,Dragon Century,DemonsDragonsFantasy,2,1988,OVA,AIC
23510,126,2902,Andersen Douwa Ningyo Hime,FantasyRomanceShoujo,1,1975-1975,Movie,ToeiAnimationDiscotek,Ningyo Hime Marina no Bouken,BasedonaFairyTaleDramaFantasyMermaidsRomance,26,1991,TV,
23551,2428,2910,Tom Sawyer no Bouken (The Adventures of Tom Sawyer),AdventureDramaHistoricalSliceofLife,49,1980-1980,TV,NipponAnimation,Omoikkiri Kagaku Adventure Sou Nanda!,FamilyFriendlyOriginalWorkScience,26,2003 - 2004,TV,
23698,957,2939,Black Jack Specials,Drama,4,2003-2004,Special,TezukaProductions,Queen's Blade: Rebellion Specials,Ecchi,6,2012,DVD Special,ARMS
24117,1127,2976,Brothers Conflict Special,HaremRomanceShoujo,1,2014-2014,Special,BrainsBase,Black Bullet Special,FantasyMagicalGirlPromotional,1,2014,DVD Special,KinemaCitrus
24320,754,3008,Bari Bari Densetsu,ActionDramaShounenSports,2,1986-1986,OVA,StudioPierrot,Toshi Densetsu Monogatari Hikiko,HorrorRevengeSchoolLifeUrbanLegendViolence,1,2008,OVA,
24342,1940,3008,Ai no Wakakusa Monogatari (Tales of Little Women),DramaHistoricalSliceofLife,48,1987-1987,TV,NipponAnimationSabanEntertainment,Toshi Densetsu Monogatari Hikiko,HorrorRevengeSchoolLifeUrbanLegendViolence,1,2008,OVA,
24363,2784,3008,Ai no Gakko Cuore Monogatari,DramaHistoricalSliceofLife,26,1981-1981,TV,NipponAnimation,Toshi Densetsu Monogatari Hikiko,HorrorRevengeSchoolLifeUrbanLegendViolence,1,2008,OVA,
24384,1299,3021,Samurai Champloo,ActionAdventureComedyHistoricalSamuraiShounen,26,2004-2005,TV,GeneonUniversalEntertainmentManglobeFUNimationEntertainmentVictorEntertainmentFujiTVBarnumStudioTokumaShotenflyingDOG,Samurai: Hunt for the Sword,ActionFeudalJapanMartialArtsSamurai,2,1999,OVA,AIC
24577,2620,3067,Andes Shounen Pepero no Bouken (Adventures of Pepero the Andes Boy),Adventure,26,1975-1976,TV,WakoProductions,Adventures of Peter Pan,AdventureBasedonaNovelFamilyFriendlyFantasyPiratesWorldMasterpieceTheater,41,1989,TV,NipponAnimation
24792,820,3128,Twilight Q,MysteryPsychologicalRomanceSci-Fi,2,1987-1987,OVA,Ajia-DoStudioDeen,Twilight of the Cockroaches,,1,1987,Movie,MADHOUSE
25513,2502,3216,Gamba no Bouken (Adventure of Gamba),AdventureKids,26,1975-1975,TV,TokyoMovieShinsha,Adventures of the Polar Cubs,AdventureAnimalProtagonistsBasedonaNovelFamilyFriendly,1,1979,Movie,MushiPro
25622,710,3241,Love Live! School Idol Project OVA,MusicSchoolSliceofLife,1,2013-2013,OVA,SunriseLantis,Date a Live: Encore OVA,HaremRomanceSciFi,1,2014,OVA,AICPLUS+
25669,2229,3247,Kyuuketsuhime Miyu (TV) (Vampire Princess Miyu),ActionDemonsDramaHorrorVampire,26,1997-1998,TV,AICTOKYOPOPMaidenJapanStudioJack,The Princess and the Pilot,AviationBasedonaLightNovelMilitaryRomanceWar,1,2011,Movie,MADHOUSE
25839,1161,3258,Witch Craft Works Specials,ComedyMagic,6,2014-2014,Special,J.C.StaffLantis,Hidamari Sketch × ☆☆☆ Specials,ComedyMoeSliceofLife,2,2010,OVA,Shaft
25930,2620,3265,Andes Shounen Pepero no Bouken (Adventures of Pepero the Andes Boy),Adventure,26,1975-1976,TV,WakoProductions,The Adventures of the Polar Cubs,AdventureAnimalProtagonistsBasedonaNovelFamilyFriendly,1,1979,Movie,MushiPro
25977,906,3281,Danshi Koukousei no Nichijou Specials,ComedySchoolShounenSliceofLife,6,2012-2012,Special,Sunrise,SoulTaker Specials,Omake,3,,DVD Special,
25996,988,3281,Jinrui wa Suitai Shimashita Specials,FantasySeinen,6,2012-2013,Special,AICA.S.T.A.SentaiFilmworks,SoulTaker Specials,Omake,3,,DVD Special,
26475,940,3319,Tonari no Seki-kun Specials,ComedySchoolSeinen,2,2014-2014,Special,MediaFactoryShin-EiAnimation,Maken-ki! Specials,,6,2011 - 2012,DVD Special,AIC
26500,1021,3319,Pokemon Diamond &amp; Pearl Specials,ActionComedyFantasyKids,2,2011-2011,Special,OrientalLightandMagic,Maken-ki! Specials,,6,2011 - 2012,DVD Special,AIC
26550,1199,3319,Aru Tabibito no Nikki Specials,AdventureFantasy,3,2006-2006,Special,Robot,Maken-ki! Specials,,6,2011 - 2012,DVD Special,AIC
26778,1004,3360,Bokura wa Minna Kawaisou Specials,Comedy,14,2014-2015,Special,BrainsBase,Maken-ki! Two Specials,,5,2014,DVD Special,XEBEC
26938,1170,3383,Sky Girls Specials,ComedyMechaMilitarySci-Fi,9,2007-2008,Special,J.C.Staff,Shining Hearts: Shiawase no Pan Specials,Omake,6,2012,DVD Special,
27043,1009,3390,Zombie-Loan Specials,ActionShounenSupernatural,2,2008-2008,Special,XebecNASDiscotek,Robot Girls Z Specials,ActionComedyParody,3,2014,DVD Special,ToeiAnimation
27131,605,3397,Negima!? Natsu Special!? (Magic Teacher Negima! Summer OVA),ComedyEcchiFantasyRomance,1,2006-2006,OVA,ShaftStarchildRecordsFUNimationEntertainmentGANSIS,Shame of Teacher Machiko,ComedyEcchiPantyShots,95,1981 - 1983,TV,StudioPierrot
27488,2448,3457,Kyoro-chan,AdventureComedyFantasy,91,1999-2001,TV,AniplexGroupTAC,Kyoro-chan,AnimalProtagonists,91,1999 - 2001,TV,GroupTAC
27512,2495,3467,Samurai Deeper Kyou (Samurai Deeper Kyo),AdventureComedyHistoricalShounenSupernatural,26,2002-2002,TV,StudioDeenStarchildRecordsMediaBlastersNYAVPost,Coffee Samurai,ComedyRomance,1,2009,TV Special,CoMixWaveInc.
27560,2585,3480,Mahou Tsukai Tai!,ComedyMagicRomanceSci-Fi,13,1999-1999,TV,MadhouseBandaiVisualProductionReedMediaBlastersNYAVPost,Oz no Mahou Tsukai Movie,AdventureFantasy,1,1982,Movie,
27575,1193,3490,Space☆Dandy 2nd Season Picture Drama,ComedySci-FiSpace,3,2014-2015,Special,BonesBandaiVisual,Gakkatsu! 2nd Season,ComedyFlashAnimationOriginalWorkSchoolLife,25,2013,TV,Fanworks
27696,653,3525,Kyuuketsuhime Miyu (Vampire Princess Miyu),ActionDemonsDramaHorrorVampire,4,1988-1989,OVA,AICAnimeigo,Princess Minerva,Fantasy,1,1995,OVA,
27699,1157,3525,Princess Tutu Recaps,ComedyMagicRomanceShoujo,3,2002-2003,Special,HalFilmMaker,Princess Minerva,Fantasy,1,1995,OVA,
27823,1868,3547,Mahou Shoujo Lyrical Nanoha (Magical Girl Lyrical Nanoha),ActionComedyDramaMagicSuperPower,13,2004-2004,TV,SevenArcsFUNimationEntertainmentOmnibusJapan,Thumbelina: A Magical Story,AdventureFantasyPersoninaStrangeWorld,1,1993,Movie,
28081,2993,3583,Mahou Shoujo Lalabel,ComedyMagicShoujoSliceofLife,49,1980-1981,TV,ToeiAnimation,Mahou Shoujo Sonico★Magica,MagicalGirlParodyShoujo,1,2011,Web,Nitroplus
28207,993,3590,Mahoromatic Summer Special,ComedyEcchiRomanceSci-Fi,1,2003-2003,Special,GainaxShaftSentaiFilmworks,Tactical Roar Special,,1,2006,DVD Special,Actas
28319,1102,3602,Dog Days&#039; Specials,ActionAdventureFantasyMagic,13,2012-2013,Special,SevenArcs,Suki-tte Ii na yo. Specials,,10,2012 - 2013,DVD Special,Zexcs
28497,1706,3630,Taiyou no Ko Esteban (The Mysterious Cities of Gold),AdventureHistoricalSci-Fi,39,1982-1983,TV,StudioPierrotDiCEntertainment,Q Transformers: Return of the Mystery of Convoy,ComedyFlashAnimationMechaSciFi,13,2015,Web,DLEInc.
28557,42,3649,Little Witch Academia,AdventureComedyFantasyMagicSchool,1,2013-2013,Movie,Trigger,Little Women in Love,BasedonaManga,12,1999,TV,Gainax
28716,3012,3671,Vividred Operation,ActionSci-Fi,12,2013-2013,TV,AniplexA-1PicturesMainichiBroadcastingAniplexofAmerica,Hani Hani: Operation Sanctuary OVA,,4,2004,OVA,Radix
28837,2904,3698,Shirayuki Hime no Densetsu (The Legend of Snow White),AdventureFantasyRomance,52,1994-1995,TV,TatsunokoProductions,Kodai Ouja Kyouryuu King D-Kids Adventure Yokuryuu Densetsu,DinosaursFamilyFriendlyShounen,30,2008,TV,Sunrise
28958,831,3731,Haikyuu!! Quest Picture Drama,ComedyFantasyGameShounen,3,2014-2014,OVA,ProductionI.GBandaiNamcoGames,AIKa Zero Picture Drama,OriginalWork,3,2009,DVD Special,
28975,900,3733,Gekkan Shoujo Nozaki-kun Specials,ComedyRomanceSchool,6,2014-2015,Special,DogaKoboMediaFactory,Prism Ark Specials,,6,2007 - 2008,DVD Special,
29144,2865,3752,Hakugei Densetsu (Hakugei: Legend of the Moby Dick),AdventureSci-Fi,26,1997-1999,TV,ADVFilmsStudioJunioAnnapuru,Legend of the Legendary Heroes,ActionAdventureBasedonaLightNovelFantasyMagicPoliticalViolenceWar,24,2010,TV,Zexcs
29205,1999,3761,Matantei Loki Ragnarok (Mythical Detective Loki Ragnarok),ComedyMagicMysteryShounenSupernatural,26,2003-2003,TV,TVTokyoStudioDeenADVFilmsRakuonshaSentaiFilmworks,Detective Conan Movie 12: Full Score of Fear,ClassicalMusicDetectivesMystery,1,2008,Movie,
29816,1097,3819,Galaxy Angel Specials,ComedySci-Fi,2,2002-2002,Special,MadhouseBroccoli,Sweet Valerian Specials,,8,2005,DVD Special,
29973,1833,3842,Perrine Monogatari,DramaHistoricalShoujoSliceofLife,53,1978-1978,TV,NipponAnimationBandaiVisual,Umi Monogatari: Kanon to Iku Amamikoshima,,13,2009 - 2010,DVD Special,Zexcs
30073,2903,3860,Shin Megami Tensei Devil Children,ActionAdventureDemonsFantasyGameKidsMagicSci-FiSupernatural,50,2000-2001,TV,Actas,Digital Devil Story Megami Tensei,DemonsHorrorSchoolLifeViolence,1,1987,OVA,ANIMATE
30125,1025,3875,Senyuu. Specials,ActionComedyFantasyShounen,4,2013-2013,Special,OrdetLIDENFILMS,Koi Koi Seven Specials,,2,2006,DVD Special,
30299,1227,3917,eX-Driver the Movie Specials,Comedy,3,2002-2002,Special,BandaiVisualGenco,Sin: The Movie,ExplicitViolenceFuturisticSciFi,1,1999,Movie,PhoenixEntertainment
30301,967,3918,Kuroshitsuji Picture Drama,DemonsSupernatural,1,2010-2010,Special,A-1Pictures,Planetes Picture Drama,PictureDramaSciFiSliceofLife,9,2009,DVD Special,Sunrise
30552,1690,3973,Shounen Onmyouji (Shonen Onmyoji),ActionDemonsFantasyHistoricalMagicShoujoSupernatural,26,2006-2007,TV,StudioDeenFUNimationEntertainment,Yuusei Shounen Papii,BlackandWhiteFuturistic,52,1965 - 1966,TV,Tele-CartoonJapan
30792,627,3992,Kyoushoku Soukou Guyver II (The Guyver: Bio-Booster Armor),ActionAdventureDramaHorrorSci-Fi,6,1991-1992,OVA,AnimateFilm,Kyoufu no Bio Ningen Saishuu Kyoushi,BasedonaMangaComedyEcchiPantyShotsSchoolLife,1,1988,OVA,ANIMATE
31081,1380,4075,Nisemonogatari,ComedyMysterySupernatural,11,2012-2012,TV,AniplexShaftKodanshaRakuonshaAniplexofAmerica,Tokyo Daigaku Monogatari,ComedyDramaMatureThemesRomanceSchoolLife,2,2004,OVA,
31136,1868,4092,Mahou Shoujo Lyrical Nanoha (Magical Girl Lyrical Nanoha),ActionComedyDramaMagicSuperPower,13,2004-2004,TV,SevenArcsFUNimationEntertainmentOmnibusJapan,Magical Chocolate,ComedyMagicOriginalWorkRomanceSchoolLifeShorts,1,2001,OVA,IshikawaPro
31276,1030,4117,Galaxy Angel Z Special,ComedySci-Fi,1,2002-2002,Special,BroccoliBandaiEntertainment,Manyuu Hiken-chou Specials,EcchiNuditySexualContent,4,2011 - 2012,DVD Special,HoodsEntertainment
31416,2563,4155,TaoTao Ehonkan Sekai Doubutsu Banashi,AdventureComedyFantasyKids,52,1983-1985,TV,Nonefoundaddsome,Doubutsu-mura no Sports Day,AnimalProtagonistsBlackandWhiteJapaneseAnimeClassicCollectionShortsSports,1,1932,Movie,
31501,2935,4201,Go-Q-Choji Ikkiman (Battle Ball),Sci-FiSports,32,1986-1986,TV,ToeiAnimation,Battle Skipper School,ActionComedyMechaSchoolLifeSciFi,3,1995,OVA,ARTMICStudios
31549,2542,4210,Ai Shoujo Pollyanna Monogatari,DramaHistoricalSliceofLife,51,1986-1986,TV,NipponAnimation,Shin Maple Town Monogatari: Palm Town Hen - Konnichiwa! Atarashii Machi,AnimalProtagonistsFamilyFriendly,1,1987,Movie,ToeiAnimation
31891,2780,4292,Ougon Bat (Golden Bat),Sci-FiSuperPower,52,1967-1968,TV,Nonefoundaddsome,Golden Boy,ComedyEcchiEpisodicExplicitSexWorkLife,6,1995 - 1996,OVA,ProductionI.G
32181,1104,4334,Mayoi Neko Overrun! Specials,ComedyEcchi,6,2010-2010,Special,AIC,Queen's Blade: Vanquished Queens Specials,EcchiEmotionalAbuseExplicitSexFantasyPhysicalAbusePiratesSexualAbuse,4,2013 - 2014,DVD Special,ARMS
32234,2669,4339,Ichigo 100% (Strawberry 100%),ComedyEcchiHaremRomanceShounen,12,2005-2005,TV,Madhouse,Tokyo Girls' Style: LolitA☆Strawberry in Summer,,1,2012,Music Video,
32268,101,4369,Tibet Inu Monogatari (The Tibetan Dog),Adventure,1,2011-2011,Movie,Madhouse,Issunboushi: Chibisuke Monogatari,BlackandWhiteJapaneseAnimeClassicCollectionShorts,1,1935,Movie,
32270,237,4369,Genji Monogatari,DramaHistoricalRomance,1,1987-1987,Movie,TVAsahiGroupTAC,Issunboushi: Chibisuke Monogatari,BlackandWhiteJapaneseAnimeClassicCollectionShorts,1,1935,Movie,
32405,1157,4387,Princess Tutu Recaps,ComedyMagicRomanceShoujo,3,2002-2003,Special,HalFilmMaker,Magical Princess Minky Momo vs. Magical Angel Creamy Mami,ActionCrossoverMagicalGirlShortsShoujo,1,1985,Movie,StudioPierrot
32700,2563,4434,TaoTao Ehonkan Sekai Doubutsu Banashi,AdventureComedyFantasyKids,52,1983-1985,TV,Nonefoundaddsome,Doubutsu Mura no Daisodou,AnimalProtagonistsBlackandWhiteJapaneseAnimeClassicCollectionShorts,1,1942,Movie,
32738,870,4444,Mahou Shoujo Pretty Sammy (Magical Girl Pretty Sammy),ComedyFantasyMagicParody,3,1995-1997,OVA,AIC,Magical Girl Lyrical Nanoha ViVid Recap,BasedonaMangaMagicalGirlRecap,1,2015,TV Special,A-1Pictures
32901,1159,4473,Di Gi Charat Summer Special 2000,Comedy,4,2000-2000,Special,TBSSentaiFilmworks,G-On Riders Special,,1,2003,DVD Special,Shaft
