_id,ltable_ID,rtable_ID,ltable_Title,ltable_Genres_Merged,ltable_Episodes,ltable_Year,ltable_Type,ltable_ProductionHouse_Merged,rtable_Title,rtable_Genres_Merged,rtable_Episodes,rtable_Year,rtable_Type,rtable_ProductionHouse_Merged
10838,3058,1935,Mahou no Angel Sweet Mint,MagicShoujo,47,1990-1991,TV,ProductionReedYoumex,Magical Angel Sweet Mint,FamilyFriendlyMagicMagicalGirlOriginalWorkShoujo,47,1990 - 1991,TV,AshiProductions
10871,257,1943,Chocchan Monogatari,DramaHistoricalSliceofLife,1,1996-1996,Movie,TriangleStaff,Pattenrai!! ~Minami no Shima no Mizu Monogatari~,HistoricalSliceofLife,1,2009,Movie,MushiPro
10884,1380,1943,Nisemonogatari,ComedyMysterySupernatural,11,2012-2012,TV,AniplexShaftKodanshaRakuonshaAniplexofAmerica,Pattenrai!! ~Minami no Shima no Mizu Monogatari~,HistoricalSliceofLife,1,2009,Movie,MushiPro
10943,3010,1952,Moetan,ComedyEcchiMagicSchool,12,2007-2007,TV,ActasLantis,Moetan,EcchiMoePantyShots,12,2007,TV,Actus
10979,781,1974,Mobile Suit SD Gundam&#039;s Counterattack,ComedyMechaParodyShounen,2,1989-1989,OVA,Sunrise,Mobile Suit SD Gundam Mk II,ComedyMechaParody,3,1989,OVA,Sunrise
11123,1170,2011,Sky Girls Specials,ComedyMechaMilitarySci-Fi,9,2007-2008,Special,J.C.Staff,Bladedance of Elementalers Specials,,6,2014 - 2015,DVD Special,TNK
11130,1199,2011,Aru Tabibito no Nikki Specials,AdventureFantasy,3,2006-2006,Special,Robot,Bladedance of Elementalers Specials,,6,2014 - 2015,DVD Special,TNK
11270,1179,2026,Etotama Specials,ActionComedyFantasy,6,2015-2015,Special,ShirogumiEncourageFilms,Softenni Specials,EcchiNudity,6,2011,DVD Special,XEBEC
11287,1366,2032,Kuragehime (Princess Jellyfish),ComedyJoseiSliceofLife,11,2010-2010,TV,FUNimationEntertainmentBrainsBaseFujiTVAsmikAceEntertainmentSonyMusicEntertainmentSakuraCreateFujiPacificMusicPublishing,Hamtaro Movie 2: Ham Ham Ham~Jya! Maboroshi no Princess,AnimalProtagonistsFamilyFriendly,1,2002,Movie,TMSEntertainment
11411,2881,2054,Umi no Triton (Triton of the Sea),AdventureFantasyShounen,27,1972-1972,TV,Nonefoundaddsome,Triton of the Sea,AdventureFantasy,27,1972,TV,
11450,3105,2063,Anmitsu Hime (Princess Anmitsu),ComedyHistoricalShoujo,51,1986-1987,TV,StudioPierrotFujiPacificMusicPublishing,Elf Princess Rane,ActionAdventureComedyFantasyTreasureHunters,2,1995 - 1996,OVA,KSS
11471,2241,2069,Bosco Daibouken (Bosco Adventure),AdventureFantasyKids,26,1986-1987,TV,NipponAnimation,Dr. Slump Movie 2: Hoyoyo Uchuu Daibouken,,1,1982,Movie,ToeiAnimation
11544,225,2085,Aru Machi Kado no Monogatari (Tales of the Street Corner),DramaMusicRomance,1,1962-1962,Movie,MushiProductions,Genji Monogatari,BasedonaNovelDramaFeudalJapanJoseiRomance,1,1987,Movie,GroupTAC
11598,626,2087,Koe de Oshigoto! The Animation (Koe de Oshigoto!),ComedyEcchiSeinen,2,2010-2011,OVA,PonyCanyonMediaBlastersStudioGokumi,Shinshaku Sengoku Eiyuu Densetsu Sanada Juu Yuushi The Animation,FeudalJapanHistoricalNinjaWar,1,2005,TV Special,MagicBus
11643,3060,2087,Ragnarok (Ragnarok the Animation),ActionFantasyMagic,26,2004-2004,TV,FrontierWorksFUNimationEntertainmentG&amp;GEntertainment,Shinshaku Sengoku Eiyuu Densetsu Sanada Juu Yuushi The Animation,FeudalJapanHistoricalNinjaWar,1,2005,TV Special,MagicBus
11698,2171,2096,Popolocrois Monogatari,AdventureFantasy,25,1998-1999,TV,BeeTrainProductionI.GTVTokyoAniplex,Ai Monogatari: 9 Love Stories,BasedonaMangaCollectionsRomanceSliceofLife,1,1993,OVA,StudioDeen
11936,1072,2116,Dragon Ball Specials,ComedyFantasyShounenSuperPower,2,1988-1988,Special,ToeiAnimation,No Game No Life Specials,ComedyEcchi,6,2014,DVD Special,MADHOUSE
12049,1229,2124,Gag Manga Biyori Jump Festa 2002 Special,Comedy,1,2002-2002,Special,DAXProduction,Umi Monogatari ~Anata ga Ite Kureta Koto~ Special,Fantasy,1,2010,DVD Special,Zexcs
12209,1494,2162,Shin Mazinger Shougeki! Z-Hen (Mazinger Edition Z: The Impact!),ActionMechaShounenSuperPower,26,2009-2009,TV,BeeMediaCodeDiscotekStudioJackDynamicPlanning,Code Geass: Lelouch of the Rebellion R2 Special Edition - Zero Requiem,Recap,1,2009,OVA,Sunrise
12241,1069,2165,DearS Special,ComedyEcchiHaremRomanceSci-Fi,1,2005-2005,Special,HalFilmMakerDiscotek,Nodame Cantabile: Finale Special,ClassicalMusicComedyEuropeMusicRomance,1,2010,DVD Special,J.C.Staff
12248,1149,2165,Mini Van Special,ComedyGame,1,2013-2013,Special,DLE,Nodame Cantabile: Finale Special,ClassicalMusicComedyEuropeMusicRomance,1,2010,DVD Special,J.C.Staff
12280,1506,2172,Hokuto no Ken (Fist of the North Star),ActionDramaMartialArtsSci-FiShounen,109,1984-1987,TV,ToeiAnimationDiscotek,Hikaru no Go: Journey to the North Star Cup,BoardGamesShounenSupernaturalTournaments,1,2004,TV Special,StudioPierrot
12420,793,2207,"Baby Princess 3D Paradise 0 [Love]""""",EcchiHaremSeinen,1,2011-2011,OVA,StudioComet,Eden of The East Movie II: Paradise Lost,HighStakesGamesMysterynoitaminA,1,2010,Movie,ProductionI.G
12513,1064,2218,Ichigo 100% Special 2 (Strawberry 100%),ComedyEcchiRomanceShounen,1,2005-2005,Special,Nonefoundaddsome,Kyoukai no Kanata Movie: I'll Be Here - Kako-hen Special,,1,2015,DVD Special,KyotoAnimation
12645,1143,2239,Mouryou no Hako Special,MysterySeinenSupernaturalThriller,1,2009-2009,Special,Madhouse,Genei wo Kakeru Taiyou Special,FantasyMagicalGirl,1,2013,DVD Special,AIC
12698,1238,2241,Itsuka Tenma no Kuro Usagi Special,ComedyEcchi,1,2012-2012,Special,Zexcs,The IDOLM@STER: Cinderella Girls: Special Program,Recap,1,2015,TV Special,A-1Pictures
12741,2405,2259,Tetsujin 28-gou (1980) (The New Adventures of Gigantor),ActionMecha,51,1980-1981,TV,TokyoMovieShinshaStudioJack,Little Nemo: Adventures in Slumberland Pilot,AdventureFamilyFriendlyFantasyShorts,1,1984,Other,
12855,1061,2289,Kamisama no Inai Nichiyoubi Special,FantasyMystery,1,2014-2014,Special,MadhouseSentaiFilmworks,Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne! Specials,EcchiSexualContent,6,2012 - 2013,DVD Special,SILVERLINK
13007,1021,2302,Pokemon Diamond &amp; Pearl Specials,ActionComedyFantasyKids,2,2011-2011,Special,OrientalLightandMagic,Souten no Ken Specials,,4,2007,DVD Special,
13023,1094,2302,Ichiban Ushiro no Daimaou Specials,ComedyEcchiFantasyMagicShounen,6,2010-2010,Special,ArtlandMarvelousEntertainmentHobbyJapan,Souten no Ken Specials,,4,2007,DVD Special,
13114,1519,2306,Mobile Suit Gundam Seed,ActionDramaMechaMilitaryRomanceSci-FiSpace,50,2002-2003,TV,SunriseAsatsuDKMainichiBroadcastingBandaiEntertainmentSonyMusicEntertainmentAtelierMusa,Mobile Suit SD Gundam Mk III,ComedyMechaNinjaParody,5,1989,OVA,Sunrise
13199,2273,2329,Taiho Shichau zo Special (You&#039;re Under Arrest Mini Specials),ActionComedyPoliceShounen,20,1999-1999,TV,TBS,Queen's Blade: Gyokuza wo Tsugumono Specials,ComedyEcchiExplicitSexPantyShots,6,2009 - 2010,DVD Special,ARMS
13235,1116,2333,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,ActionComedyKidsShounenSuperPower,1,2007-2007,Special,TVAsahi,Arashi no Yoru ni: Himitsu no Tomodachi,AnimalProtagonistsBasedonaNovelFamilyFriendly,26,2012,TV,SparkyAnimation
13311,967,2347,Kuroshitsuji Picture Drama,DemonsSupernatural,1,2010-2010,Special,A-1Pictures,A Dark Rabbit has Seven Lives Picture Drama,BasedonaLightNovelPictureDrama,6,2011 - 2012,DVD Special,Zexcs
13442,1066,2372,Shirobako Specials,AdventureComedy,2,2015-2015,Special,P.A.WorksWarnerBros.,To Heart Specials,,6,,Music Video,OLM
13460,1130,2372,Teekyuu 3 Specials,ComedySchoolShounenSports,2,2014-2014,Special,MAPPAEarthStarEntertainment,To Heart Specials,,6,,Music Video,OLM
13557,1186,2375,RahXephon Specials,ActionDramaMechaMusicMysteryRomanceSci-Fi,2,2003-2004,Special,Bones,Freezing Vibration Specials,EcchiExplicitSexPantyShots,6,2013 - 2014,DVD Special,
13594,1190,2385,I&#039;&#039;s Pure Bonus,ComedyEcchiRomance,5,2005-2006,Special,StudioPierrotVizMedia,I''s Pure Bonus,,5,2005 - 2006,DVD Special,ARMS
14212,2336,2552,Kachou Ouji (Legend of Black Heaven),AdventureComedyMusicSci-FiSliceofLife,13,1999-1999,TV,AICPioneerLDC,Haou Daikei Ryuu Knight: Adeu Legend,ActionFantasyMecha,13,1994 - 1995,OVA,Sunrise
14237,1015,2559,Girls und Panzer Specials (Girls &amp; Panzer OVAs),MilitarySchool,6,2012-2013,Special,ActasSentaiFilmworks,The Rolling Girls Specials,ComedyOriginalWork,6,2015,DVD Special,WitStudio
14260,407,2561,Working&#039;!! Announcement Specials,Comedy,2,2011-2011,ONA,A-1Pictures,Wedding Peach Specials,,2,1995,DVD Special,
14299,1072,2561,Dragon Ball Specials,ComedyFantasyShounenSuperPower,2,1988-1988,Special,ToeiAnimation,Wedding Peach Specials,,2,1995,DVD Special,
14466,1100,2615,Cluster Edge Specials,ActionFantasyMilitarySci-Fi,3,2006-2006,Special,SentaiFilmworks,Pretty Rhythm: Aurora Dream Specials,IdolsMusic,51,2011 - 2012,DVD Special,TatsunokoPro.
14630,916,2671,Inu x Boku SS Special (Inu X Boku Secret Service Special),ComedyShounenSupernatural,1,2012-2012,Special,AniplexDavidProductionSentaiFilmworks,Dengeki Bunko 2007 Movie Festival Special,,1,2007,Other,
14835,2608,2717,Eureka Seven AO,ActionAdventureDramaMechaSci-Fi,24,2012-2012,TV,BonesBandaiVisualFUNimationEntertainmentMainichiBroadcastingProjectEurekaAOSonyMusicEntertainment,Koukyoushihen Eureka Seven,ActionAdventureComingofAgeMechaMilitaryOriginalWorkRomanceSciFiShounenViolence,50,2005 - 2006,TV,Bones
14840,1483,2720,Nisekoi (Nisekoi: False Love),ComedyHaremRomanceSchoolShounen,20,2014-2014,TV,AniplexShaftAniplexofAmerica,Nisekoi: False Love,BasedonaMangaComedyHaremRomanceSchoolLifeSliceofLifeTsundere,20,2014,TV,Shaft
14906,1204,2733,Bakusou Kyoudai Let&#039;s &amp; Go Special,AdventureCarsShounenSports,1,1996-1996,Special,ProductionI.GXebec,Code Geass: Lelouch of the Rebellion Special Edition - Black Rebellion,Recap,1,2008,OVA,
14939,58,2746,Transformers the Movie (Transformers: The Movie),ActionMecha,1,1986-1986,Movie,ToeiAnimationHasbro,Transformers: Energon Special,Mecha,1,2004,TV Special,Actas
14961,951,2747,Shigofumi Special (Shigofumi: Letters from the Departed Special),DramaFantasyPsychologicalThriller,1,2008-2008,Special,J.C.StaffBandaiVisualGencoSentaiFilmworks,Transformers: Superlink Special,Mecha,1,2004,TV Special,Actas
15203,929,2788,Cardcaptor Sakura Specials,Comedy,3,1998-1999,Special,NHKEnterprises,The iDOLM@STER: Xenoglossia Specials,Idols,8,2007 - 2008,DVD Special,Sunrise
15218,991,2788,Sabagebu! Specials,ActionComedyMilitaryShoujo,6,2014-2015,Special,LantisPierrotPlus,The iDOLM@STER: Xenoglossia Specials,Idols,8,2007 - 2008,DVD Special,Sunrise
15282,905,2789,Nodame Cantabile Finale Special,ComedyJoseiMusicRomance,1,2010-2010,Special,J.C.Staff,Muv-Luv Alternative: Total Eclipse - Pre-Climax Special,ActionAliensAmericaMechaMilitaryRecapSciFiViolence,1,2012,TV Special,Satelight
15357,2781,2795,Persona 4 The Golden Animation,AdventureMysterySchoolSci-FiSuperPowerSupernatural,12,2014-2014,TV,AniplexA-1PicturesYomikoAdvertisingMainichiBroadcastingMovicSegaAniplexofAmerica,Kyoto Animation: Hassou-hen,Promotional,1,2012,Other,KyotoAnimation
15482,3006,2826,Gokujou!! Mecha Mote Iinchou Second Collection,ComedyRomanceSchoolShoujo,51,2010-2011,TV,TVTokyoShogakukanProductionsSynergySP,Sengoku Collection,ComedyEcchiPersoninaStrangeWorld,26,2012,TV,Brains-Base
15543,2474,2839,Maji de Watashi ni Koi Shinasai! (Majikoi: Oh! Samurai Girls),ComedyEcchiHaremMartialArtsRomanceSchoolSuperPower,12,2011-2011,TV,SentaiFilmworksLerche,Ame to Shoujo to Watashi no Tegami,OriginalWorkRomanceShorts,1,2005,Web,
15544,2868,2839,Kore ga Watashi no Goshujinsama (He is My Master),ComedyEcchiSliceofLife,12,2005-2005,TV,GainaxGeneonUniversalEntertainmentShaftTBSDAXProductionSentaiFilmworksMemory-Tech,Ame to Shoujo to Watashi no Tegami,OriginalWorkRomanceShorts,1,2005,Web,
15614,240,2858,Mori no Densetsu (Legend of the Forest),AdventureDramaFantasyMusic,1,1987-1987,Movie,TezukaProductions,Idol Densetsu Eriko,,51,1989 - 1990,TV,AshiProductions
15646,1361,2861,Mobile Suit Gundam 00,ActionDramaMechaMilitarySci-FiSpace,25,2007-2008,TV,SunriseSotsuAgencyAsatsuDKMainichiBroadcastingBandaiEntertainmentSonyMusicEntertainment,Mobile Suit SD Gundam Sidestory,ComedyMechaParody,4,1990 - 1991,OVA,
15726,1386,2871,Ore Monogatari!! (My Love Story!!),ComedyRomanceShoujo,24,2015-2015,TV,MadhouseVAPSentaiFilmworksNipponTelevisionNetworkCorporation,Andersen Monogatari Match Uri no Shojo,,1,1968,Movie,ToeiAnimation
15951,940,2939,Tonari no Seki-kun Specials,ComedySchoolSeinen,2,2014-2014,Special,MediaFactoryShin-EiAnimation,Queen's Blade: Rebellion Specials,Ecchi,6,2012,DVD Special,ARMS
15955,965,2939,Maria-sama ga Miteru 4th Specials,Comedy,11,2009-2009,Special,StudioDeenRightStuf,Queen's Blade: Rebellion Specials,Ecchi,6,2012,DVD Special,ARMS
15984,1097,2939,Galaxy Angel Specials,ComedySci-Fi,2,2002-2002,Special,MadhouseBroccoli,Queen's Blade: Rebellion Specials,Ecchi,6,2012,DVD Special,ARMS
16011,1208,2939,Gundam Build Fighters Specials,ComedyMecha,3,2014-2014,Special,Sunrise,Queen's Blade: Rebellion Specials,Ecchi,6,2012,DVD Special,ARMS
16034,904,2949,Shiki Specials,HorrorMysterySupernaturalVampire,2,2011-2011,Special,AniplexDaumeFUNimationEntertainment,Love Love? Specials,,4,2004,DVD Special,
16080,1120,2949,Myself ; Yourself Specials,DramaRomanceSchool,2,2008-2008,Special,DogaKobo,Love Love? Specials,,4,2004,DVD Special,
16147,3124,2972,B-Densetsu! Battle Bedaman Enkon,AdventureComedyKidsShounen,51,2005-2005,TV,HeewonEntertainmentYomiuriAdvertising,Bakugan Battle Brawlers: Mechtanium Surge,,46,2011 - 2012,TV,TMSEntertainment
16157,915,2974,Hidamari Sketch x 365 Specials,ComedySchoolSliceofLife,3,2009-2009,Special,ShaftLantis,Queen's Blade OVA Specials,EcchiExplicitSex,2,2011 - 2012,DVD Special,
16263,197,2992,Mobile Suit Gundam F91,DramaMechaMilitarySci-FiShounenSpace,1,1991-1991,Movie,SunriseShochikuBandaiEntertainmentAtelierMusa,Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space,MechaSciFi,1,1992,Other,Sunrise
16387,2170,3008,Kousetsu Hyaku Monogatari (Requiem from the Darkness),FantasyHistoricalHorrorMysteryPsychologicalSupernatural,13,2003-2003,TV,TokyoMovieShinsha,Toshi Densetsu Monogatari Hikiko,HorrorRevengeSchoolLifeUrbanLegendViolence,1,2008,OVA,
16430,2327,3024,The iDOLM@STER Cinderella Girls,ComedyDramaMusic,13,2015-2015,TV,AniplexA-1PicturesHalfH.PStudioNipponColumbiaNamcoBandaiGames,Cinderella Boy,Detectives,13,2003,TV,MagicBus
16447,1848,3034,Akage no Anne (Anne of Green Gables),DramaHistoricalShoujoSliceofLife,50,1979-1979,TV,NipponAnimation,Akage no Anne: Green Gables e no Michi,BasedonaNovel,1,2010,Movie,NipponAnimation
16496,2307,3067,Dual Parallel! Trouble Adventures,ActionComedyHaremMechaSci-FiShounen,13,1999-1999,TV,GeneonUniversalEntertainmentAIC,Adventures of Peter Pan,AdventureBasedonaNovelFamilyFriendlyFantasyPiratesWorldMasterpieceTheater,41,1989,TV,NipponAnimation
16570,3061,3093,Shin Minashigo Hutch (The New Adventures of Hutch the Honeybee),AdventureComedyDrama,26,1974-1974,TV,TatsunokoProductions,Adventures of the Little Koala,AnimalProtagonistsFamilyFriendlyOriginalWork,51,1984 - 1985,TV,TopCraft
16654,2947,3126,Duel Masters Cross Shock,ActionAdventureComedyShounen,50,2010-2011,TV,ShogakukanProductions,Duel Masters Cross Shock,BasedonaMangaCardBattlesFamilyFriendlyShounen,50,2010 - 2011,TV,ShogakukanMusic&DigitalEntertainment
16699,989,3131,Black Cat Special,ActionComedyShounen,1,2006-2006,Special,GonzoGDHFUNimationEntertainment,Blue Exorcist Movie Special,Comedy,1,2012,Other,
16745,237,3143,Genji Monogatari,DramaHistoricalRomance,1,1987-1987,Movie,TVAsahiGroupTAC,Teito Monogatari,BasedonaNovelDemonsExplicitViolenceFantasyHorrorNudityPhysicalAbuseSexualAbuseSupernaturalSuperpowers,4,1991 - 1992,OVA,ToeiAnimation
16854,1212,3166,Gokukoku no Brynhildr Special (Brynhildr in the Darkness Special),ComedyEcchiHaremSci-FiSeinen,1,2014-2014,Special,VAPArmsSentaiFilmworks,Harukanaru Toki no Naka de 3: Onsen Chibi Special,ComedyFantasy,1,2008,DVD Special,Yumeta
17037,1961,3216,Groove Adventure Rave (Rave Master),AdventureComedyFantasyRomanceShounen,51,2001-2002,TV,StudioDeenTBSKodanshaTOKYOPOP,Adventures of the Polar Cubs,AdventureAnimalProtagonistsBasedonaNovelFamilyFriendly,1,1979,Movie,MushiPro
17078,2969,3220,Gokuu no Daibouken (Adventures of the Monkey King),ComedyFantasy,39,1967-1967,TV,MushiProductions,One Piece: Episode of Luffy - The Hand Island Adventure,PiratesShounen,1,2012,TV Special,ToeiAnimation
17158,2696,3247,Hiiro no Kakera (Hiiro no Kakera: The Tamayori Princess Saga),FantasyRomanceShoujoSupernatural,13,2012-2012,TV,BandaiVisualStudioDeenLantisYTVDAXProductionSentaiFilmworksEnterbrainHiiroNoKakeraProductionCommittee,The Princess and the Pilot,AviationBasedonaLightNovelMilitaryRomanceWar,1,2011,Movie,MADHOUSE
17213,48,3256,Saint☆Oniisan (Movie) (Saint☆Young Men (Movie)),ComedySeinenSliceofLife,1,2013-2013,Movie,AniplexA-1PicturesKodanshaTohoCompany,Saint Young Men Movie,FantasyReligionSliceofLife,1,2013,Movie,A-1Pictures
17339,1961,3265,Groove Adventure Rave (Rave Master),AdventureComedyFantasyRomanceShounen,51,2001-2002,TV,StudioDeenTBSKodanshaTOKYOPOP,The Adventures of the Polar Cubs,AdventureAnimalProtagonistsBasedonaNovelFamilyFriendly,1,1979,Movie,MushiPro
17380,934,3281,Ie Naki Ko Remi Specials,AdventureDrama,3,1997-1997,Special,NipponAnimation,SoulTaker Specials,Omake,3,,DVD Special,
17399,1021,3281,Pokemon Diamond &amp; Pearl Specials,ActionComedyFantasyKids,2,2011-2011,Special,OrientalLightandMagic,SoulTaker Specials,Omake,3,,DVD Special,
17401,1026,3281,Mai-Otome Specials,ComedyDramaFantasyMagic,9,2006-2006,Special,Sunrise,SoulTaker Specials,Omake,3,,DVD Special,
17545,1153,3291,Umineko no Naku Koro ni Specials (When the Seagulls Cry Specials),ComedyParody,26,2009-2010,Special,StudioDeenFrontierWorks,Yuusha ni Nare Nakatta Ore wa Shibushibu Shuushoku o Ketsui Shimashita. Specials,BasedonaLightNovelComedy,5,2014,DVD Special,asread
17696,1021,3319,Pokemon Diamond &amp; Pearl Specials,ActionComedyFantasyKids,2,2011-2011,Special,OrientalLightandMagic,Maken-ki! Specials,,6,2011 - 2012,DVD Special,AIC
17888,2043,3343,Afro Samurai,ActionAdventureSamurai,5,2007-2007,TV,GonzoDentsuFUNimationEntertainmentVictorEntertainmentPonyCanyonFujiTV,Samurai Spirits 2: Asura Zanmaden,Action,2,1999,OVA,Asiadou
18149,1165,3390,Ryuugajou Nanana no Maizoukin (TV) Specials,Comedy,6,2014-2014,Special,A-1Pictures,Robot Girls Z Specials,ActionComedyParody,3,2014,DVD Special,ToeiAnimation
18174,1655,3395,Mahou Shoujo Lyrical Nanoha StrikerS,ActionComedyDramaMagicSuperPower,26,2007-2007,TV,GeneonUniversalEntertainmentSevenArcsALine,Mahou no Star Magical Emi Semishigure,,1,1986,OVA,
18200,2311,3405,Mahou no Stage Fancy Lala (Magical Stage Fancy Lala),ComedyDramaMagicMusicRomanceShoujo,26,1998-1998,TV,StudioPierrotKyotoAnimationBandaiVisualGeneonUniversalEntertainmentTVOsakaBandaiEntertainmentYomiuriAdvertisingTVTokyoMusic,Mahou no Star Magical Emi: Kumo Hikaru,,1,2002,OVA,
18349,1122,3467,Afro Samurai Pilot,ActionMartialArtsSamuraiSeinen,1,2003-2003,Special,Madhouse,Coffee Samurai,ComedyRomance,1,2009,TV Special,CoMixWaveInc.
18350,1299,3467,Samurai Champloo,ActionAdventureComedyHistoricalSamuraiShounen,26,2004-2005,TV,GeneonUniversalEntertainmentManglobeFUNimationEntertainmentVictorEntertainmentFujiTVBarnumStudioTokumaShotenflyingDOG,Coffee Samurai,ComedyRomance,1,2009,TV Special,CoMixWaveInc.
18577,225,3553,Aru Machi Kado no Monogatari (Tales of the Street Corner),DramaMusicRomance,1,1962-1962,Movie,MushiProductions,Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,FantasyPersoninaStrangeWorld,3,1993 - 1994,OVA,
18597,1829,3553,Gokinjo Monogatari (Neighborhood Stories),ComedyDramaRomanceSliceofLife,50,1995-1996,TV,ToeiAnimation,Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,FantasyPersoninaStrangeWorld,3,1993 - 1994,OVA,
18637,529,3561,Lodoss-tou Senki (Record of Lodoss War),ActionAdventureFantasyMagicShounenSupernatural,13,1990-1991,OVA,MadhouseKadokawaShotenTBSMarubeniCentralParkMedia,Meshimase Lodoss-tou Senki: Sorette Oishii no?,,13,2014,TV,StudioDeen
18751,2705,3583,Mahou Shoujo Lyrical Nanoha ViVid,ActionAdventureMagic,12,2015-2015,TV,AniplexA-1PicturesStarchildRecords,Mahou Shoujo Sonico★Magica,MagicalGirlParodyShoujo,1,2011,Web,Nitroplus
18888,2515,3608,Chikyuu Shoujo Arjuna (Arjuna),AdventureDramaMagicSci-Fi,13,2001-2001,TV,BandaiVisualSatelightBandaiEntertainment,Cyclops Shoujo Saipuu,ComedyEcchiSchoolLife,12,2013,Web,
18899,949,3611,Ao no Exorcist Movie Special,ComedyParody,1,2012-2012,Special,Nonefoundaddsome,DPR Special Movie,,1,2013,Web,WHITEFOX
18909,1012,3611,Sekirei Special,Comedy,1,2009-2009,Special,AniplexSevenArcsFUNimationEntertainment,DPR Special Movie,,1,2013,Web,WHITEFOX
18944,1020,3613,Tegami Bachi Reverse Specials (Letter Bee Reverse Specials),Comedy,25,2010-2011,Special,StudioPierrot,Blade and Soul Specials,Comedy,6,2014,DVD Special,GONZO
19092,2763,3656,Oyayubi Hime Monogatari (Thumbelina: A Magical Story),AdventureFantasyShoujo,26,1992-1992,TV,EnokiFilms,Konchuu Monogatari Minashigo Hutch,AdventureAnimalProtagonistsFamilyFriendly,91,1970 - 1971,TV,TatsunokoPro.
19173,559,3700,Bishoujo Senshi Sailor Moon Memorial,DemonsMagicRomanceShoujo,5,1998-1999,OVA,ToeiAnimation,Bishoujo Mobage: Mobami-chan,Promotional,1,2014,Other,StudioTrigger
19242,1908,3724,Tales of the Abyss,AdventureDramaFantasy,26,2008-2009,TV,SunriseBandaiVisualFUNimationEntertainmentAnimaxBandaiEntertainmentAtelierMusa,Little Cry of The Abyss,Vocaloid,1,2012,Music Video,
19290,1036,3733,Shin Tenchi Muyou! Specials,ComedyRomanceSci-FiShounen,6,1997-1997,Special,AICPioneerLDC,Prism Ark Specials,,6,2007 - 2008,DVD Special,
19343,1892,3737,Cinderella Monogatari (The Story of Cinderella),AdventureFantasyKidsRomance,26,1996-1996,TV,TatsunokoProductions,Hello Kitty no Cinderella,,1,1989,Movie,
19409,2401,3753,Otogizoushi (Otogi Zoshi: The Legend of Magatama),AdventureDramaFantasyHistorical,26,2004-2005,TV,ProductionI.GVAPMediaBlasters,The Legend of the Legendary Heroes,ActionAdventureBasedonaLightNovelFantasyMagicPoliticalViolenceWar,24,2010,TV,Zexcs
19700,1481,3782,Sakigake!! Cromartie Koukou (Cromartie High School),ComedySchoolShounen,26,2003-2004,TV,ProductionI.GADVFilmsSentaiFilmworksTVTokyoMusic,The Irregular at Magic High School,BasedonaLightNovelComedyMagicRomanceSchoolLife,26,2014,TV,MADHOUSE
19720,38,3787,Flanders no Inu (Movie) (The Dog of Flanders),AdventureDrama,1,1997-1997,Movie,NipponAnimationShochikuFujiTVPioneerLDC,The Familiar of Zero: Futatsuki no Kishi,BasedonaLightNovelComedyFantasyMagicMagicSchoolMaster-ServantRelationshipPersoninaStrangeWorldTsundere,12,2007,TV,J.C.Staff
19816,1021,3819,Pokemon Diamond &amp; Pearl Specials,ActionComedyFantasyKids,2,2011-2011,Special,OrientalLightandMagic,Sweet Valerian Specials,,8,2005,DVD Special,
20024,1776,3858,Sengoku Basara (Sengoku Basara: Samurai Kings),ActionHistoricalMartialArtsSamuraiSuperPower,12,2009-2009,TV,ProductionI.GDentsuFUNimationEntertainmentShochikuMainichiBroadcastingMovicflyingDOG,Samurai Gun Special,,1,2005,DVD Special,StudioEgg
20132,303,3917,Cinnamon the Movie (Cinnamoroll: The Movie),Kids,1,2007-2007,Movie,Sanrio,Sin: The Movie,ExplicitViolenceFuturisticSciFi,1,1999,Movie,PhoenixEntertainment
20140,1174,3918,Amagami SS+ Plus Picture Drama,Romance,2,2012-2012,Special,AIC,Planetes Picture Drama,PictureDramaSciFiSliceofLife,9,2009,DVD Special,Sunrise
20291,1570,3962,Densetsu no Yuusha no Densetsu (The Legend of the Legendary Heroes),ActionAdventureFantasyMagicShounen,24,2010-2010,TV,FUNimationEntertainmentLantisMediaFactoryZexcsKadokawaContentsGate,Shinshaku Sengoku Eiyuu Densetsu Sanada Juu Yuushi The Animation TV,FeudalJapanHistoricalNinjaWar,12,2005,TV,GroupTAC
20374,831,3986,Haikyuu!! Quest Picture Drama,ComedyFantasyGameShounen,3,2014-2014,OVA,ProductionI.GBandaiNamcoGames,Loups=Garous Picture Drama,PictureDrama,1,2010,DVD Special,
20534,1172,3989,No Game No Life Specials,EcchiFantasyGame,6,2014-2014,Special,MadhouseMediaFactorySentaiFilmworks,Smash Hit Specials,,4,,DVD Special,StudioLive
20535,1178,3989,Teekyuu 4 Specials,ComedySchoolShounenSports,2,2015-2015,Special,DAXProductionEarthStarEntertainmentMillepensee,Smash Hit Specials,,4,,DVD Special,StudioLive
20620,1013,4006,Solty Rei Specials,ComedyDrama,2,2006-2007,Special,GonzoAICTVAsahiFUNimationEntertainment,Selector Infected WIXOSS Specials,BasedonaCardGameComedyPictureDrama,3,2014,DVD Special,J.C.Staff
