_id,ltable_ID,rtable_ID,ltable_Title,ltable_Genres_Merged,ltable_Episodes,ltable_Year,ltable_Type,ltable_ProductionHouse_Merged,rtable_Title,rtable_Genres_Merged,rtable_Episodes,rtable_Year,rtable_Type,rtable_ProductionHouse_Merged
16275,2461,1943,Heisei Inu Monogatari Bow (Heisei Period Dog Tale Bow),AdventureComedy,40,1993-1994,TV,NipponAnimationDaiichiKoshoCo.,Pattenrai!! ~Minami no Shima no Mizu Monogatari~,HistoricalSliceofLife,1,2009,Movie,MushiPro
16366,1123,1948,Di Gi Charat Tsuyu Specials,Comedy,2,2001-2001,Special,Madhouse,009-1 Special,ActionBasedonaMangaCyborgsEcchiSciFi,1,2007,DVD Special,IshimoriProductions
16764,2647,2012,Mahou Tsukai ni Taisetsu na Koto (Someday&#039;s Dreamers),DramaMagicSliceofLife,12,2003-2003,TV,J.C.StaffRondoRobePioneerLDCDaieiSentaiFilmworks,Seirei Tsukai no Blade Dance Specials,,6,2014 - 2015,DVD Special,TNK
16909,2498,2032,Tottoko Hamtarou (Hamtaro),AdventureComedyKids,296,2000-2006,TV,ShogakukanProductionsTMSEntertainmentVizMedia,Hamtaro Movie 2: Ham Ham Ham~Jya! Maboroshi no Princess,AnimalProtagonistsFamilyFriendly,1,2002,Movie,TMSEntertainment
16937,1017,2033,Bakuman. 2 Special,Comedy,1,2012-2012,Special,J.C.Staff,Yuru Yuri Special,Fantasy,1,2011,DVD Special,Dogakobo
16993,3061,2035,Shin Minashigo Hutch (The New Adventures of Hutch the Honeybee),AdventureComedyDrama,26,1974-1974,TV,TatsunokoProductions,The New Adventures of Kimba The White Lion,AnimalProtagonists,52,1989 - 1990,TV,TezukaProductions
17027,3061,2037,Shin Minashigo Hutch (The New Adventures of Hutch the Honeybee),AdventureComedyDrama,26,1974-1974,TV,TatsunokoProductions,Pokemon: Pikachu's Island Adventure,AnimalProtagonistsFamilyFriendlyFantasyMonsters,1,2006,OVA,OLM
17050,3112,2041,Tondera House no Daibouken (The Flying House),AdventureHistoricalSci-Fi,52,1982-1983,TV,TatsunokoProductions,Hamtaro Movie 1: Ham Ham Land no Daibouken,AdventureAnimalProtagonistsFamilyFriendlyFantasy,1,2001,Movie,TMSEntertainment
17094,761,2058,Appleseed,ActionAdventureMechaPoliceSci-Fi,1,1988-1988,OVA,GainaxBandaiVisualTouhoukuShinshaTBSMovic,Gekijou Remix Han Appleseed XIII 1: Yuigon,BasedonaMangaCGAnimationCyberpunkSciFi,1,2011,Movie,ProductionI.G
17473,2680,2096,Chirorin Mura Monogatari (Nutsberry Town),KidsSliceofLife,170,1992-1993,TV,NHKNHKEnterprises,Ai Monogatari: 9 Love Stories,BasedonaMangaCollectionsRomanceSliceofLife,1,1993,OVA,StudioDeen
17510,1039,2098,Vampire Knight Special,ComedyShoujoVampire,1,2008-2008,Special,StudioDeenNAS,Zettai Karen Children - Chou Sakidori Special,Recap,1,2010,DVD Special,SynergySP
17512,1060,2098,Hidan no Aria Special (Aria the Scarlet Ammo Special),ActionComedyRomance,1,2011-2011,Special,J.C.StaffFUNimationEntertainmentflyingDOG,Zettai Karen Children - Chou Sakidori Special,Recap,1,2010,DVD Special,SynergySP
17624,1119,2101,Machine-Doll wa Kizutsukanai Specials,ActionEcchiFantasySchoolSeinen,6,2013-2014,Special,GencoFUNimationEntertainmentLerche,Hyakka Ryouran: Samurai After Specials,,2,2015,DVD Special,ARMS
17983,2935,2135,Go-Q-Choji Ikkiman (Battle Ball),Sci-FiSports,32,1986-1986,TV,ToeiAnimation,Battle Royal High School,ActionEcchiFantasyMartialArtsNuditySciFiViolence,1,1987,OVA,
18052,1077,2155,Break Blade Picture Drama (Broken Blade Picture Drama),ComedyFantasy,6,2010-2011,Special,ProductionI.GXebec,Princess Lover! Picture Drama,PictureDrama,6,2009 - 2010,DVD Special,
18058,1201,2155,Girls und Panzer Heartful Tank Disc Picture Drama,MilitarySchool,4,2013-2013,Special,ActasLantis,Princess Lover! Picture Drama,PictureDrama,6,2009 - 2010,DVD Special,
18147,521,2165,Nodame Cantabile OVA,ComedyJoseiMusicRomanceSliceofLife,1,2009-2009,OVA,J.C.Staff,Nodame Cantabile: Finale Special,ClassicalMusicComedyEuropeMusicRomance,1,2010,DVD Special,J.C.Staff
18178,1131,2165,Usavich Special,AdventureComedy,1,2008-2008,Special,KanabanGraphics,Nodame Cantabile: Finale Special,ClassicalMusicComedyEuropeMusicRomance,1,2010,DVD Special,J.C.Staff
18327,828,2192,Mobile Suit SD Gundam Mk II,MechaParodySci-Fi,3,1989-1989,OVA,Sunrise,Mobile Suit Gundam Wing: Endless Waltz Movie,MechaSciFi,1,1998,Movie,Sunrise
18468,1207,2210,Wakakusa Monogatari (Little Women),HistoricalSliceofLife,1,1980-1980,Special,Nonefoundaddsome,Apfelland Monogatari,,1,1992,Movie,J.C.Staff
18617,1129,2224,Tales of Gekijou,Comedy,5,2012-2012,Special,Sunrise,Tales of Gekijou,,5,2011 - 2012,Other,Sunrise
18730,621,2239,Negima!? Haru Special!? (Negima!? Magister Negi Magi: Spring),ComedyEcchiFantasyHaremMagicRomanceShounenSuperPower,1,2006-2006,OVA,ShaftStarchildRecordsFUNimationEntertainmentGANSIS,Genei wo Kakeru Taiyou Special,FantasyMagicalGirl,1,2013,DVD Special,AIC
18784,1012,2241,Sekirei Special,Comedy,1,2009-2009,Special,AniplexSevenArcsFUNimationEntertainment,The IDOLM@STER: Cinderella Girls: Special Program,Recap,1,2015,TV Special,A-1Pictures
18803,1184,2241,Joshi Kousei Specials (High School Girls Specials),EcchiSchoolSliceofLife,3,2006-2006,Special,Arms,The IDOLM@STER: Cinderella Girls: Special Program,Recap,1,2015,TV Special,A-1Pictures
18909,1716,2263,New Prince of Tennis (The Prince of Tennis II),ActionComedyShounenSports,13,2012-2012,TV,ProductionI.GTVTokyoBandaiVisualNASM.S.CTVTokyoMusicMarvelousAQL,Twin Princesses of the Wonder Planet Gyu!,ComedyFamilyFriendlyFantasyMagicMagicalGirlOriginalWorkSchoolLifeShoujo,52,2006 - 2007,TV,HalFilmMaker
19028,906,2289,Danshi Koukousei no Nichijou Specials,ComedySchoolShounenSliceofLife,6,2012-2012,Special,Sunrise,Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne! Specials,EcchiSexualContent,6,2012 - 2013,DVD Special,SILVERLINK
19319,1109,2302,Fushigi no Umi no Nadia Specials,AdventureSci-Fi,10,2003-2003,Special,Gainax,Souten no Ken Specials,,4,2007,DVD Special,
19391,2721,2304,Ray The Animation (Ray),DramaRomanceSci-Fi,13,2006-2006,TV,OrientalLightandMagicTouhoukuShinshaMaidenJapan,Quiz Magic Academy ~The Original Animation 2~,ComedyFantasyMagicMagicSchoolSchoolLife,1,2010,OVA,AICPLUS+
19434,3016,2313,Kikou Kantai Dairugger XV (Armored Fleet Dairugger XV),ActionAdventureMechaSci-FiShounen,52,1982-1983,TV,ToeiAnimation,Armored Fleet Dairugger XV,CombiningMechaMechaOriginalWork,52,1982 - 1983,TV,ToeiAnimation
19499,1091,2319,Yama no Susume Second Season Specials,ComedySeinenSliceofLife,2,2014-2015,Special,8bitEarthStarEntertainment,Ladies Versus Butlers Specials,EcchiExplicitSex,6,2010,DVD Special,XEBEC
19648,912,2330,Hachimitsu to Clover Specials (Honey and Clover Specials),ComedyDramaJoseiRomanceSliceofLife,2,2005-2006,Special,J.C.Staff,Gokukoku no Brynhildr Special,ComedyEcchiHaremSciFiSuperpowers,1,2014,DVD Special,ARMS
19794,972,2344,Mangaka-san to Assistant-san to The Animation Specials,ComedyEcchiHaremSeinenSliceofLife,6,2014-2014,Special,LantisZexcs,Getsumen To Heiki Mina Specials,,2,2006,DVD Special,
20606,1519,2452,Mobile Suit Gundam Seed,ActionDramaMechaMilitaryRomanceSci-FiSpace,50,2002-2003,TV,SunriseAsatsuDKMainichiBroadcastingBandaiEntertainmentSonyMusicEntertainmentAtelierMusa,Mobile Suit SD Gundam Mk V,ComedyMechaParody,3,1990,OVA,Sunrise
20705,927,2477,Seto no Hanayome OVA Specials (Seto no Hanayome OVA Extras),ComedyParodySchool,2,2008-2009,Special,Gonzo,Daitoshokan no Hitsujikai Specials,BasedonanErogeBasedonaVisualNovelComedyPictureDrama,6,2014 - 2015,DVD Special,HoodsEntertainment
20758,1142,2477,Kyoushirou to Towa no Sora Specials,DramaMagicRomanceShounen,6,2007-2007,Special,TNK,Daitoshokan no Hitsujikai Specials,BasedonanErogeBasedonaVisualNovelComedyPictureDrama,6,2014 - 2015,DVD Special,HoodsEntertainment
20768,1177,2477,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,ComedyRomanceSeinenSliceofLife,3,2013-2013,Special,AniplexA-1PicturesAniplexofAmerica,Daitoshokan no Hitsujikai Specials,BasedonanErogeBasedonaVisualNovelComedyPictureDrama,6,2014 - 2015,DVD Special,HoodsEntertainment
20906,1015,2483,Girls und Panzer Specials (Girls &amp; Panzer OVAs),MilitarySchool,6,2012-2013,Special,ActasSentaiFilmworks,Queen's Blade: Rurou no Senshi Specials,EcchiExplicitSex,6,2009,DVD Special,GENCO
20990,57,2486,Piano no Mori,AdventureComedyDramaMusicSchool,1,2007-2007,Movie,MadhouseSonyMusicEntertainmentCycloneGraphicsinc,Piano,ClassicalMusicMusicSliceofLife,10,2002 - 2003,TV,OLM
21132,1039,2501,Vampire Knight Special,ComedyShoujoVampire,1,2008-2008,Special,StudioDeenNAS,Princess Lover! Magical Knight Maria-chan,,6,2009 - 2010,DVD Special,GoHands
21251,2474,2537,Maji de Watashi ni Koi Shinasai! (Majikoi: Oh! Samurai Girls),ComedyEcchiHaremMartialArtsRomanceSchoolSuperPower,12,2011-2011,TV,SentaiFilmworksLerche,Samurai Girl: Real Bout High School,ActionFantasyMartialArtsPantyShotsSchoolLife,13,2001,TV,GONZO
21274,711,2551,Green Legend Ran,AdventureDramaSci-Fi,3,1992-1993,OVA,AICPioneerLDC,Lord of Lords Ryu Knight: Adeu's Legend,ActionFantasyMecha,13,1994 - 1995,OVA,Sunrise
21334,1018,2559,Toaru Majutsu no Index II Specials,ComedyParody,2,2011-2011,Special,J.C.Staff,The Rolling Girls Specials,ComedyOriginalWork,6,2015,DVD Special,WitStudio
21673,1123,2615,Di Gi Charat Tsuyu Specials,Comedy,2,2001-2001,Special,Madhouse,Pretty Rhythm: Aurora Dream Specials,IdolsMusic,51,2011 - 2012,DVD Special,TatsunokoPro.
21941,1081,2671,Tales of the Abyss Special Fan Disc,ComedySliceofLife,2,2009-2009,Special,Sunrise,Dengeki Bunko 2007 Movie Festival Special,,1,2007,Other,
22276,974,2733,Elfen Lied Special (Elfen Lied: In the Passing Rain),DramaEcchiSupernatural,1,2005-2005,Special,VAPADVFilms,Code Geass: Lelouch of the Rebellion Special Edition - Black Rebellion,Recap,1,2008,OVA,
22443,900,2756,Gekkan Shoujo Nozaki-kun Specials,ComedyRomanceSchool,6,2014-2015,Special,DogaKoboMediaFactory,Tamako Market Specials,ComedyPictureDrama,6,2013,DVD Special,KyotoAnimation
22457,948,2756,Pandora Hearts Specials,Comedy,9,2009-2010,Special,XebecSquareEnixflyingDOG,Tamako Market Specials,ComedyPictureDrama,6,2013,DVD Special,KyotoAnimation
22486,1054,2756,Sola Specials,ComedyRomanceSliceofLifeSupernatural,2,2007-2007,Special,BandaiVisualNomad,Tamako Market Specials,ComedyPictureDrama,6,2013,DVD Special,KyotoAnimation
22538,2901,2761,Nekojiru Gekijou Jirujiru Original,ActionComedy,27,1999-1999,TV,JapanHomeVideo,Miyanishi Tatsuya Gekijou: Omae Umasou da na,AdventureBasedonaNovelDinosaursFamilyFriendly,20,2010,TV,Asiadou
22568,2170,2765,Kousetsu Hyaku Monogatari (Requiem from the Darkness),FantasyHistoricalHorrorMysteryPsychologicalSupernatural,13,2003-2003,TV,TokyoMovieShinsha,Tekkamen o Oe! D'Artagnan Monogatari Yori,,1,1987,TV Special,Gallop
22574,2496,2765,Shouwa Monogatari,DramaHistorical,13,2011-2011,TV,WaoWorld,Tekkamen o Oe! D'Artagnan Monogatari Yori,,1,1987,TV Special,Gallop
22632,1599,2779,Eikoku Koi Monogatari Emma (Emma: A Victorian Romance),DramaHistoricalRomanceSeinenSliceofLife,12,2005-2005,TV,StudioPierrotPonyCanyonTBSRightStufToshibaEntertainment,True Tears: Raigomaru to Jibeta no Monogatari,,1,2010,Other,P.A.Works
22753,1133,2788,Isshuukan Friends. Specials,SchoolSliceofLife,12,2014-2014,Special,BrainsBaseSentaiFilmworksTOHOanimation,The iDOLM@STER: Xenoglossia Specials,Idols,8,2007 - 2008,DVD Special,Sunrise
22793,955,2789,Toshokan Sensou Special,ActionComedyDramaMilitaryRomance,1,2008-2008,Special,ProductionI.G,Muv-Luv Alternative: Total Eclipse - Pre-Climax Special,ActionAliensAmericaMechaMilitaryRecapSciFiViolence,1,2012,TV Special,Satelight
22829,2273,2789,Taiho Shichau zo Special (You&#039;re Under Arrest Mini Specials),ActionComedyPoliceShounen,20,1999-1999,TV,TBS,Muv-Luv Alternative: Total Eclipse - Pre-Climax Special,ActionAliensAmericaMechaMilitaryRecapSciFiViolence,1,2012,TV Special,Satelight
22954,1861,2812,Yuusha Keisatsu J-Decker,ActionAdventureMechaPoliceSci-Fi,48,1994-1995,TV,Sunrise,Kikou Keisatsu Metal Jack,OriginalWork,37,1991,TV,Sunrise
23192,879,2854,Ten Little Gall Force,ActionComedyMechaMilitaryParodySci-FiSpace,1,1988-1988,OVA,AIC,Gall Force 6: New Era,ActionFuturisticSciFi,2,1991 - 1992,OVA,AIC
23474,2457,2899,Aoi Blink (Blue Blink),AdventureFantasy,39,1989-1990,TV,TezukaProductions,Blue Blink,AdventureBasedonaNovelFamilyFriendlyFantasy,39,1989 - 1990,TV,TezukaProductions
23706,985,2939,Amagami SS+ Plus Specials,Romance,6,2012-2012,Special,AIC,Queen's Blade: Rebellion Specials,Ecchi,6,2012,DVD Special,ARMS
23768,1227,2939,eX-Driver the Movie Specials,Comedy,3,2002-2002,Special,BandaiVisualGenco,Queen's Blade: Rebellion Specials,Ecchi,6,2012,DVD Special,ARMS
23824,1005,2949,Karneval Specials,Comedy,11,2013-2013,Special,BandaiVisualManglobe,Love Love? Specials,,4,2004,DVD Special,
23836,1047,2949,Thermae Romae Specials,ComedyHistoricalSeinen,2,2012-2012,Special,DLE,Love Love? Specials,,4,2004,DVD Special,
23907,1098,2962,Hand Maid May Special,ComedyEcchiHaremRomanceSci-Fi,1,2001-2001,Special,ProductionReed,Jinki: Extend Special,,1,2006,DVD Special,
24484,1412,3046,Dragon Ball,AdventureComedyFantasyMartialArtsShounenSuperPower,153,1986-1989,TV,ToeiAnimationFUNimationEntertainmentFujiTV,Chaos Dragon: Sekiryu Seneki,BasedonaVideoGameFantasy,12,2015,TV,CONNECT
24681,871,3098,Mahou Tsukai Tai! vs. Shamanic Princess,ComedyFantasyMagic,1,1998-1998,OVA,BandaiVisualNYAVPost,Oz no Mahou Tsukai,AdventureFamilyFriendlyMagicPersoninaStrangeWorld,52,1986 - 1987,TV,
24787,2772,3126,Choujikuu Kidan Southern Cross (Robotech Masters),ActionDramaMechaSci-Fi,23,1984-1984,TV,ADVFilmsTatsunokoProductionsBigWest,Duel Masters Cross Shock,BasedonaMangaCardBattlesFamilyFriendlyShounen,50,2010 - 2011,TV,ShogakukanMusic&DigitalEntertainment
24897,1043,3131,Mokke Specials (Mokke Special Episodes),MysterySliceofLifeSupernatural,2,2008-2008,Special,MadhouseKodansha,Blue Exorcist Movie Special,Comedy,1,2012,Other,
24926,998,3132,Shakugan no Shana Specials,ComedyParody,4,2006-2007,Special,J.C.StaffGeneonUniversalEntertainmentFUNimationEntertainment,Ao no Exorcist Movie Special,Comedy,1,2012,Other,
25103,959,3166,Mobile Suit Gundam Seed Destiny Special Edition,ActionDramaMechaMilitaryRomanceSci-FiSpace,4,2006-2006,Special,SunriseMainichiBroadcastingBandaiEntertainment,Harukanaru Toki no Naka de 3: Onsen Chibi Special,ComedyFantasy,1,2008,DVD Special,Yumeta
25147,1593,3166,Special A (Special A (S.A)),ComedyRomanceSchoolShoujo,24,2008-2008,TV,GonzoAICSentaiFilmworksShowgate,Harukanaru Toki no Naka de 3: Onsen Chibi Special,ComedyFantasy,1,2008,DVD Special,Yumeta
25201,1083,3186,Shingeki no Kyojin Picture Drama,ComedyParody,9,2013-2014,Special,ProductionI.GFUNimationEntertainmentStudioMoriken,Space Dandy Picture Drama,PictureDrama,2,2014,DVD Special,Bones
25221,927,3189,Seto no Hanayome OVA Specials (Seto no Hanayome OVA Extras),ComedyParodySchool,2,2008-2009,Special,Gonzo,Hipira: The Little Vampire Web Specials,ComedyFamilyFriendlyVampires,2,2010,Web,Sunrise
25304,759,3197,Super Robot Taisen OG The Animation,MechaSci-FiShounenSpace,3,2005-2005,OVA,BandaiVisualMediaBlasters,SoniAni: Super Sonico The Animation,ComedyEcchiMusicSliceofLife,12,2014,TV,WHITEFOX
25313,1821,3197,Heppoko Jikken Animation Excel Saga (Excel Saga),ComedyParodySci-FiShounen,26,1999-2000,TV,J.C.StaffADVFilmsVictorEntertainment,SoniAni: Super Sonico The Animation,ComedyEcchiMusicSliceofLife,12,2014,TV,WHITEFOX
25355,2445,3198,Jinzou Ningen Kikaider The Animation (Android Kikaider),ActionDramaMechaSci-FiShounen,13,2000-2001,TV,AniplexRadixSMEVisualWorksBandaiEntertainment,Soni-Ani: SUPER SONICO THE ANIMATION,ComedyEcchiMusicSliceofLife,12,2014,TV,WHITEFOX
25396,927,3205,Seto no Hanayome OVA Specials (Seto no Hanayome OVA Extras),ComedyParodySchool,2,2008-2009,Special,Gonzo,Kamisama Dolls Specials,,6,2011 - 2012,DVD Special,Brains-Base
25447,1162,3205,Kurogane no Linebarrels Specials (Linebarrels of Iron),ActionComedyEcchiMecha,2,2009-2009,Special,GonzoFUNimationEntertainment,Kamisama Dolls Specials,,6,2011 - 2012,DVD Special,Brains-Base
25481,2348,3211,Anyamal Tantei Kiruminzoo,ComedyMagicShoujo,50,2009-2010,TV,HalFilmMakerSatelight,Tantei Opera Milky Holmes: Sisters,ComedyDetectivesMystery,12,2013,TV,J.C.Staff
25508,2307,3216,Dual Parallel! Trouble Adventures,ActionComedyHaremMechaSci-FiShounen,13,1999-1999,TV,GeneonUniversalEntertainmentAIC,Adventures of the Polar Cubs,AdventureAnimalProtagonistsBasedonaNovelFamilyFriendly,1,1979,Movie,MushiPro
25955,1868,3269,Mahou Shoujo Lyrical Nanoha (Magical Girl Lyrical Nanoha),ActionComedyDramaMagicSuperPower,13,2004-2004,TV,SevenArcsFUNimationEntertainmentOmnibusJapan,Magical Girl Lalabel: the Sea Calls for a Summer Vacation,FamilyFriendlyMagicalGirlShorts,1,1980,Movie,ToeiAnimation
26174,956,3291,Potemayo Specials,ComedySchoolSeinen,6,2007-2008,Special,J.C.Staff,Yuusha ni Nare Nakatta Ore wa Shibushibu Shuushoku o Ketsui Shimashita. Specials,BasedonaLightNovelComedy,5,2014,DVD Special,asread
26223,1153,3291,Umineko no Naku Koro ni Specials (When the Seagulls Cry Specials),ComedyParody,26,2009-2010,Special,StudioDeenFrontierWorks,Yuusha ni Nare Nakatta Ore wa Shibushibu Shuushoku o Ketsui Shimashita. Specials,BasedonaLightNovelComedy,5,2014,DVD Special,asread
26250,920,3292,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,ComedySeinenSliceofLife,4,2011-2011,Special,AniplexAICBuildAniplexofAmerica,"I Couldn't Become a Hero, So I Reluctantly Decided to Get a Job. Specials",BasedonaLightNovelComedy,5,2014,DVD Special,asread
26264,983,3292,Shakugan no Shana II (Second) Specials,ComedyParody,3,2008-2009,Special,J.C.StaffFUNimationEntertainment,"I Couldn't Become a Hero, So I Reluctantly Decided to Get a Job. Specials",BasedonaLightNovelComedy,5,2014,DVD Special,asread
26556,2857,3319,Maken-Ki!,ActionEcchiHaremMartialArtsSchoolSuperPower,12,2011-2011,TV,AICFUNimationEntertainment,Maken-ki! Specials,,6,2011 - 2012,DVD Special,AIC
26795,1055,3360,Grisaia no Rakuen Specials,ComedyEcchi,5,2015-2015,Special,Nonefoundaddsome,Maken-ki! Two Specials,,5,2014,DVD Special,XEBEC
27018,906,3390,Danshi Koukousei no Nichijou Specials,ComedySchoolShounenSliceofLife,6,2012-2012,Special,Sunrise,Robot Girls Z Specials,ActionComedyParody,3,2014,DVD Special,ToeiAnimation
27030,973,3390,Shinryaku! Ika Musume Specials (Squid Girl Specials),Comedy,2,2011-2011,Special,Diomedea,Robot Girls Z Specials,ActionComedyParody,3,2014,DVD Special,ToeiAnimation
27031,976,3390,Beelzebub Specials,ActionComedyDemonsSchoolShounenSupernatural,16,2011-2012,Special,StudioPierrotOperaHouse,Robot Girls Z Specials,ActionComedyParody,3,2014,DVD Special,ToeiAnimation
27416,1054,3454,Sola Specials,ComedyRomanceSliceofLifeSupernatural,2,2007-2007,Special,BandaiVisualNomad,Magical Girl Pretty Sammy Specials,,6,1997,DVD Special,
27653,111,3521,Unico (The Fantastic Adventures Of Unico),AdventureFantasyKids,1,1981-1981,Movie,MadhouseSanrioTezukaProductionsDiscotek,Stitch! ~The Mischievous Alien's Great Adventure~,AliensBasedonaMovieComedyFamilyFriendlySciFi,29,2009 - 2010,TV,MADHOUSE
27669,2405,3521,Tetsujin 28-gou (1980) (The New Adventures of Gigantor),ActionMecha,51,1980-1981,TV,TokyoMovieShinshaStudioJack,Stitch! ~The Mischievous Alien's Great Adventure~,AliensBasedonaMovieComedyFamilyFriendlySciFi,29,2009 - 2010,TV,MADHOUSE
27684,2969,3522,Gokuu no Daibouken (Adventures of the Monkey King),ComedyFantasy,39,1967-1967,TV,MushiProductions,Stitch! ~Itazura Alien no Daibouken~,AliensBasedonaMovieComedyFamilyFriendlySciFi,29,2009 - 2010,TV,MADHOUSE
27723,1614,3528,Boku wa Tomodachi ga Sukunai Next (Haganai Next),ComedyHaremRomanceSchoolSeinenSliceofLife,12,2013-2013,TV,FUNimationEntertainmentMediaFactoryTBSMagicCapsuleAICBuildGoodSmileCompany,Pinocchio-P: E no Umakatta Tomodachi,Vocaloid,1,2014,Music Video,
27868,2171,3553,Popolocrois Monogatari,AdventureFantasy,25,1998-1999,TV,BeeTrainProductionI.GTVTokyoAniplex,Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,FantasyPersoninaStrangeWorld,3,1993 - 1994,OVA,
27910,1859,3560,Tenchi Muyou!,ComedyHaremRomanceSci-FiShounenSpace,26,1995-1995,TV,AICFUNimationEntertainmentPioneerLDC,Ai Tenchi Muyo!,ComedyOriginalWorkSchoolLife,50,2014,TV,AIC
27921,989,3563,Black Cat Special,ActionComedyShounen,1,2006-2006,Special,GonzoGDHFUNimationEntertainment,Agent Aika: Special Trial,ActionComedyEcchiOriginalWorkPantyShotsPost-apocalypticSciFi,1,1998,DVD Special,StudioFantasia
27986,969,3576,Bakemonogatari Recap,MysteryRomanceSupernatural,1,2009-2009,Special,Shaft,Huckleberry Finn Monogatari,AdventureAmericaBasedonaNovelFamilyFriendlySliceofLife,26,1994 - 1995,TV,
28462,1153,3613,Umineko no Naku Koro ni Specials (When the Seagulls Cry Specials),ComedyParody,26,2009-2010,Special,StudioDeenFrontierWorks,Blade and Soul Specials,Comedy,6,2014,DVD Special,GONZO
28483,2223,3618,Robin Hood no Daibouken (The Great Adventures of Robin Hood),AdventureHistoricalRomance,52,1990-1992,TV,TatsunokoProductionsNHKNHKEnterprises,Great Battle of the Flying Saucers,ActionMechaSciFi,1,1975,Movie,ToeiAnimation
28529,3066,3642,Genei wo Kakeru Taiyou (Day Break Illusion),Magic,13,2013-2013,TV,AniplexAICNASAniplexofAmericaBushiroadInc.GoodSmileCompany,Yuki no Taiyou Pilot,Shorts,1,1972,Other,
28640,2485,3655,Dennou Boukenki Webdiver (Brain Adventure Record Webdiver),AdventureMechaSci-FiShounen,52,2001-2002,TV,NipponAnimationRadix,The Adventures of Hutch the Honeybee,AdventureAnimalProtagonistsFamilyFriendly,91,1970 - 1971,TV,TatsunokoPro.
28792,201,3698,Aoki Densetsu Shoot! (Movie) (Blue Legend Shoot!),ActionShounenSports,1,1994-1994,Movie,Nonefoundaddsome,Kodai Ouja Kyouryuu King D-Kids Adventure Yokuryuu Densetsu,DinosaursFamilyFriendlyShounen,30,2008,TV,Sunrise
28926,1118,3715,Doraemon and Itchy the Stray,ComedyKidsSci-FiShounen,1,1987-1987,Special,AsatsuDK,The Trash-Heap Princess and Apostrophe,Vocaloid,1,2012,Music Video,
29004,1011,3733,Gugure! Kokkuri-san Specials,ComedyRomanceShounenSupernatural,6,2014-2015,Special,TMSEntertainment,Prism Ark Specials,,6,2007 - 2008,DVD Special,
29139,1570,3752,Densetsu no Yuusha no Densetsu (The Legend of the Legendary Heroes),ActionAdventureFantasyMagicShounen,24,2010-2010,TV,FUNimationEntertainmentLantisMediaFactoryZexcsKadokawaContentsGate,Legend of the Legendary Heroes,ActionAdventureBasedonaLightNovelFantasyMagicPoliticalViolenceWar,24,2010,TV,Zexcs
29155,1570,3753,Densetsu no Yuusha no Densetsu (The Legend of the Legendary Heroes),ActionAdventureFantasyMagicShounen,24,2010-2010,TV,FUNimationEntertainmentLantisMediaFactoryZexcsKadokawaContentsGate,The Legend of the Legendary Heroes,ActionAdventureBasedonaLightNovelFantasyMagicPoliticalViolenceWar,24,2010,TV,Zexcs
29167,781,3754,Mobile Suit SD Gundam&#039;s Counterattack,ComedyMechaParodyShounen,2,1989-1989,OVA,Sunrise,Mobile Suit Gundam Wing: Endless Waltz,ActionMechaOuterSpace,3,1997,OVA,Sunrise
29168,828,3754,Mobile Suit SD Gundam Mk II,MechaParodySci-Fi,3,1989-1989,OVA,Sunrise,Mobile Suit Gundam Wing: Endless Waltz,ActionMechaOuterSpace,3,1997,OVA,Sunrise
29254,607,3768,Love Live! School Idol Project 2nd Season Recap,MusicSchoolSliceofLife,1,2015-2015,OVA,Nonefoundaddsome,Daily Lives of High School Boys Specials,ComedySchoolLifeSliceofLife,6,2012,DVD Special,Sunrise
29473,1208,3769,Gundam Build Fighters Specials,ComedyMecha,3,2014-2014,Special,Sunrise,Danshi Koukousei no Nichijou Specials,ComedySchoolLifeSliceofLife,6,2012,DVD Special,Sunrise
29788,992,3819,Shakugan no Shana III (Final) Specials,ComedyParody,2,2012-2012,Special,J.C.StaffFUNimationEntertainment,Sweet Valerian Specials,,8,2005,DVD Special,
29800,1027,3819,Toaru Majutsu no Index Specials,ComedyParody,2,2009-2009,Special,J.C.Staff,Sweet Valerian Specials,,8,2005,DVD Special,
29809,1066,3819,Shirobako Specials,AdventureComedy,2,2015-2015,Special,P.A.WorksWarnerBros.,Sweet Valerian Specials,,8,2005,DVD Special,
29990,2874,3842,Arata Kangatari (Arata: The Legend),AdventureFantasyShounen,12,2013-2013,TV,TVTokyoSatelightLantisJManimation,Umi Monogatari: Kanon to Iku Amamikoshima,,13,2009 - 2010,DVD Special,Zexcs
30065,2043,3858,Afro Samurai,ActionAdventureSamurai,5,2007-2007,TV,GonzoDentsuFUNimationEntertainmentVictorEntertainmentPonyCanyonFujiTV,Samurai Gun Special,,1,2005,DVD Special,StudioEgg
30144,1113,3875,Fate/kaleid liner Prisma☆Illya 2wei! Specials,ComedyEcchiFantasyMagic,5,2014-2015,Special,LantisSilverLinkDAXProduction,Koi Koi Seven Specials,,2,2006,DVD Special,
30170,55,3877,Ao no Exorcist Movie,ActionDemonsFantasyShounenSupernatural,1,2012-2012,Movie,AniplexA-1PicturesAniplexofAmerica,Alps no Shoujo Heidi Movie,BasedonaNovel,1,1979,Movie,NipponAnimation
