_id,ltable_ID,rtable_ID,ltable_Title,ltable_Genres_Merged,ltable_Episodes,ltable_Year,ltable_Type,ltable_ProductionHouse_Merged,rtable_Title,rtable_Genres_Merged,rtable_Episodes,rtable_Year,rtable_Type,rtable_ProductionHouse_Merged,gold
18597,1829,3553,Gokinjo Monogatari (Neighborhood Stories),ComedyDramaRomanceSliceofLife,50,1995-1996,TV,ToeiAnimation,Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,FantasyPersoninaStrangeWorld,3,1993 - 1994,OVA,,0
38691,384,8559,Flag,MechaMilitary,13,2006-2007,ONA,AniplexTheAnswerStudioBandaiEntertainment,Flag,DramaMechaMilitaryOriginalWorkPoliticalSeinenWarWorkLife,13,2006 - 2007,TV,AnsaStudio,1
41307,444,4292,Golden Boy,AdventureComedyEcchi,6,1995-1996,OVA,KSSAPPPADVFilmsMediaBlastersDiscotek,Golden Boy,ComedyEcchiEpisodicExplicitSexWorkLife,6,1995 - 1996,OVA,ProductionI.G,1
12513,1064,2218,Ichigo 100% Special 2 (Strawberry 100%),ComedyEcchiRomanceShounen,1,2005-2005,Special,Nonefoundaddsome,Kyoukai no Kanata Movie: I'll Be Here - Kako-hen Special,,1,2015,DVD Special,KyotoAnimation,0
53081,2718,3280,Kyouryuu Daisensou Aizenborg,ActionMecha,39,1977-1978,TV,TVTokyoTsuburayaProductions,Kyouryuu Daisensou Aizenborg,,39,1977 - 1978,TV,,1
19290,1036,3733,Shin Tenchi Muyou! Specials,ComedyRomanceSci-FiShounen,6,1997-1997,Special,AICPioneerLDC,Prism Ark Specials,,6,2007 - 2008,DVD Special,,0
8721,942,1553,Maria-sama ga Miteru 3rd Specials,Comedy,5,2006-2007,Special,StudioDeenRightStuf,Isshuukan Friends. Specials,,12,2014,DVD Special,Brains-Base,0
47688,3031,1871,Yume Tsukai,ComedyDramaFantasyMagicSchoolSliceofLife,12,2006-2006,TV,MadhousePonyCanyonHappinetPictures,Yume Tsukai,BasedonaMangaFantasyMagic,12,2006,TV,MADHOUSE,1
10838,3058,1935,Mahou no Angel Sweet Mint,MagicShoujo,47,1990-1991,TV,ProductionReedYoumex,Magical Angel Sweet Mint,FamilyFriendlyMagicMagicalGirlOriginalWorkShoujo,47,1990 - 1991,TV,AshiProductions,1
5439,1170,876,Sky Girls Specials,ComedyMechaMilitarySci-Fi,9,2007-2008,Special,J.C.Staff,Freezing Specials,ComedyEcchiExplicitSexPantyShots,6,2011,DVD Special,A.C.G.T.,0
45670,3114,346,Choujin Sentai Baratack,AdventureMechaSci-Fi,31,1977-1978,TV,ToeiAnimation,Choujin Sentai Baratack,,31,1977 - 1978,TV,ToeiAnimation,1
54718,2786,3333,Ashita e Free Kick,Sports,52,1992-1993,TV,ProductionReed,Ashita e Free Kick,OriginalWorkSoccerSports,52,1992,TV,AshiProductions,1
18899,949,3611,Ao no Exorcist Movie Special,ComedyParody,1,2012-2012,Special,Nonefoundaddsome,DPR Special Movie,,1,2013,Web,WHITEFOX,0
16387,2170,3008,Kousetsu Hyaku Monogatari (Requiem from the Darkness),FantasyHistoricalHorrorMysteryPsychologicalSupernatural,13,2003-2003,TV,TokyoMovieShinsha,Toshi Densetsu Monogatari Hikiko,HorrorRevengeSchoolLifeUrbanLegendViolence,1,2008,OVA,,0
13311,967,2347,Kuroshitsuji Picture Drama,DemonsSupernatural,1,2010-2010,Special,A-1Pictures,A Dark Rabbit has Seven Lives Picture Drama,BasedonaLightNovelPictureDrama,6,2011 - 2012,DVD Special,Zexcs,0
44246,3082,1418,Geneshaft,AdventureMechaSci-Fi,13,2001-2001,TV,BandaiVisualSatelightBandaiEntertainment,Geneshaft,FuturisticOuterSpaceSciFi,13,2001,TV,Satelight,1
10723,1503,1906,Yamada-kun to 7-nin no Majo (TV) (Yamada-kun and the Seven Witches),ComedyHaremMysteryRomanceSchoolShounenSupernatural,12,2015-2015,TV,LIDENFILMS,Jack and the Beanstalk (Koji MORIMOTO),AdventureFantasyShorts,1,1989,OVA,Studio4\xc2\xb0C,0
23141,1363,4833,Detective Conan (Case Closed),AdventureComedyMysteryPoliceShounen,Unknown,1996 -1996,TV,TMSEntertainmentYomiuriTelecastingCorporationFUNimationEntertainmentAnimaxYTVTMS-Kyokuchi,Detective Conan Movie 9: Strategy Above the Depths,DetectivesMystery,1,2005,Movie,TMSEntertainment,0
11698,2171,2096,Popolocrois Monogatari,AdventureFantasy,25,1998-1999,TV,BeeTrainProductionI.GTVTokyoAniplex,Ai Monogatari: 9 Love Stories,BasedonaMangaCollectionsRomanceSliceofLife,1,1993,OVA,StudioDeen,0
30703,999,6441,Suisei no Gargantia Specials,ActionMechaSci-Fi,2,2013-2013,Special,ProductionI.GVizMedia,Tonari no Seki-kun Specials,BasedonaMangaComedy,2,2014,DVD Special,ShineiAnimation,0
50664,2992,1920,Kokoro Toshokan,ComedyDramaSliceofLife,13,2001-2002,TV,StudioDeenVictorEntertainment,Kokoro Toshokan,BasedonaMangaComedyFantasySliceofLife,13,2001 - 2002,TV,StudioDeen,1
41379,445,3221,Seto no Hanayome OVA,ComedyParodyRomanceSchool,2,2008-2009,OVA,GonzoAIC,Seto no Hanayome OVA,ComedyMermaids,2,2008 - 2009,OVA,AIC,1
50241,2983,10010,Shuffle! Memories,ComedyDramaEcchiFantasyHaremMagicRomanceSchoolSeinen,12,2007-2007,TV,AsreadKadokawaPicturesUSAMemory-Tech,Shuffle! Memories,BasedonanErogeBasedonaVisualNovelComedyHarem,12,2007,TV,asread,1
773,1192,133,Seikimatsu Occult Gakuin Specials (Occult Academy Specials),ComedySchoolSupernatural,4,2010-2011,Special,AniplexXebecA-1PicturesNISAmericaInc.,Kanokon ~Manatsu no Daishanikusai~ Specials,EcchiNudityPantyShots,2,2009,DVD Special,XEBEC,0
51591,2671,638,Juusenki L-Gaim,ActionAdventureDramaMechaSci-FiShounenSpace,54,1984-1985,TV,SunriseStarchildRecords,Juusenki L-Gaim,ActionMechaSciFi,54,1984 - 1985,TV,Sunrise,1
8063,58,1449,Transformers the Movie (Transformers: The Movie),ActionMecha,1,1986-1986,Movie,ToeiAnimationHasbro,Dr. Slump Movie 4: The Secret of Nanaba Castle,,1,1984,Movie,ToeiAnimation,0
662,113,109,Ginga Tetsudou no Yoru (Night on the Galactic Railroad),DramaFantasyHistoricalKidsMystery,1,1985-1985,Movie,GroupTACCentralParkMediaDiscotek,Senkou no Night Raid: Demon of the Opium Den,,1,2010,DVD Special,A-1Pictures,0
14840,1483,2720,Nisekoi (Nisekoi: False Love),ComedyHaremRomanceSchoolShounen,20,2014-2014,TV,AniplexShaftAniplexofAmerica,Nisekoi: False Love,BasedonaMangaComedyHaremRomanceSchoolLifeSliceofLifeTsundere,20,2014,TV,Shaft,1
47634,1635,8944,Shoukoujo Sara (A Little Princess Sara),DramaHistoricalShoujoSliceofLife,46,1985-1985,TV,NipponAnimation,Shoukoujo Sara,BasedonaNovelDramaEuropeWorldMasterpieceTheater,46,1985,TV,NipponAnimation,1
45824,3115,2613,Cluster Edge,ActionFantasyMilitarySci-Fi,25,2005-2006,TV,SunriseBandaiVisualSentaiFilmworks,Cluster Edge,ActionMilitaryOriginalWorkSciFiSuperpowers,25,2005 - 2006,TV,Sunrise,1
25441,1012,5336,Sekirei Special,Comedy,1,2009-2009,Special,AniplexSevenArcsFUNimationEntertainment,Steins;Gate Special,BasedonaVisualNovel,1,2012,DVD Special,WHITEFOX,0
32533,236,6752,Fusha no Sha (To Shoot Without Shooting),AdventureHistoricalMartialArtsSamuraiSupernatural,1,1988-1988,Movie,ShanghaiAnimationFilmStudio,Fusha no Sha,ShortsStopMotionAnimation,1,1988,Movie,,1
9943,2967,1757,Chiisana Kyojin Microman,ActionAdventureComedyKidsMechaSci-FiShounenSuperPower,52,1999-1999,TV,StudioPierrotTVTokyoYomikoAdvertising,Chiisana Viking Vickie,AdventureBasedonaNovelComedyHistorical,78,1974 - 1975,TV,NipponAnimation,0
48699,3045,1091,Cheburashka Arere?,ComedyKidsSliceofLife,26,2009-2010,TV,GoHands,Cheburashka Arere?,AnimalProtagonistsFamilyFriendly,26,2009 - 2010,TV,,1
35823,11,7219,Kaguya-hime no Monogatari (The Tale of the Princess Kaguya),FantasyHistorical,1,2013-2013,Movie,StudioGhibliGKids,One Piece: The Desert Princess and the Pirates - Adventures in Alabasta Prologue,Pirates,1,2007,OVA,ToeiAnimation,0
52359,2686,8925,God Mazinger,ActionFantasyMecha,23,1984-1984,TV,TokyoMovieShinshaDynamicPlanning,God Mazinger,,23,1984,TV,,1
24881,240,5245,Mori no Densetsu (Legend of the Forest),AdventureDramaFantasyMusic,1,1987-1987,Movie,TezukaProductions,Crayon Shin-chan Movie 13: Densetsu wo Yobu Buriburi 3 Pun Dai Shingeki,,1,2005,Movie,ShineiAnimation,0
39321,406,8870,Azumanga Web Daioh,ComedySchoolSliceofLife,1,2000-2000,ONA,J.C.Staff,Azumanga Web Daioh,BasedonaMangaComedySchoolLifeShorts,1,2002,Other,J.C.Staff,1
15951,940,2939,Tonari no Seki-kun Specials,ComedySchoolSeinen,2,2014-2014,Special,MediaFactoryShin-EiAnimation,Queen's Blade: Rebellion Specials,Ecchi,6,2012,DVD Special,ARMS,0
45493,3108,5767,Neko Pitcher,ComedyKidsSports,Unknown,2014 -2014 ,TV,Nonefoundaddsome,Neko Pitcher,AnimalProtagonistsBaseballBasedonaMangaComedySports,16+,2014 - ?,TV,AnimalProtagonists,1
43076,3073,413,Captain Earth,ActionMechaRomanceSci-FiSpace,25,2014-2014,TV,BonesAvexEntertainmentDentsuShochikuMainichiBroadcastingSentaiFilmworksBandaiNamcoGamesGoodSmileCompany,Captain Earth,ActionAliensMechaNudityOriginalWorkSciFi,25,2014,TV,Bones,1
3153,1108,568,Di Gi Charat Natsuyasumi Special,Comedy,4,2001-2001,Special,TBS,Chikyuu Bouei Kazoku Special,,1,2001,DVD Special,GroupTAC,0
18350,1299,3467,Samurai Champloo,ActionAdventureComedyHistoricalSamuraiShounen,26,2004-2005,TV,GeneonUniversalEntertainmentManglobeFUNimationEntertainmentVictorEntertainmentFujiTVBarnumStudioTokumaShotenflyingDOG,Coffee Samurai,ComedyRomance,1,2009,TV Special,CoMixWaveInc.,0
13557,1186,2375,RahXephon Specials,ActionDramaMechaMusicMysteryRomanceSci-Fi,2,2003-2004,Special,Bones,Freezing Vibration Specials,EcchiExplicitSexPantyShots,6,2013 - 2014,DVD Special,,0
42403,2308,8046,Kamisama Dolls,ActionSeinenSupernatural,13,2011-2011,TV,TVTokyoShogakukanProductionsMediaFactoryBrainsBaseHalfH.PStudioAT-XSentaiFilmworksflyingDOGSonyMusicCommunications,Kamisama Dolls,ActionBasedonaMangaComedyRobotsSciFi,13,2011,TV,Brains-Base,1
25500,5,5343,Howl no Ugoku Shiro (Howl&#039;s Moving Castle),AdventureDramaFantasyRomance,1,2004-2004,Movie,StudioGhiblid-rightsTokumaShotenWaltDisneyStudios,Howl's Moving Castle,AdventureBasedonaNovelFamilyFriendlyFantasyMagic,1,2004,Movie,StudioGhibli,1
16854,1212,3166,Gokukoku no Brynhildr Special (Brynhildr in the Darkness Special),ComedyEcchiHaremSci-FiSeinen,1,2014-2014,Special,VAPArmsSentaiFilmworks,Harukanaru Toki no Naka de 3: Onsen Chibi Special,ComedyFantasy,1,2008,DVD Special,Yumeta,0
20374,831,3986,Haikyuu!! Quest Picture Drama,ComedyFantasyGameShounen,3,2014-2014,OVA,ProductionI.GBandaiNamcoGames,Loups=Garous Picture Drama,PictureDrama,1,2010,DVD Special,,0
17696,1021,3319,Pokemon Diamond &amp; Pearl Specials,ActionComedyFantasyKids,2,2011-2011,Special,OrientalLightandMagic,Maken-ki! Specials,,6,2011 - 2012,DVD Special,AIC,0
19092,2763,3656,Oyayubi Hime Monogatari (Thumbelina: A Magical Story),AdventureFantasyShoujo,26,1992-1992,TV,EnokiFilms,Konchuu Monogatari Minashigo Hutch,AdventureAnimalProtagonistsFamilyFriendly,91,1970 - 1971,TV,TatsunokoPro.,0
24434,984,5144,HeatGuy J Special,ActionAdventureMechaPoliceSci-Fi,1,2003-2003,Special,BandaiVisualSatelightFUNimationEntertainment,Food Wars! Shokugeki no Souma: Jump Festa 2015 Special,BasedonaMangaCulinarySchoolFoodandBeverageShounen,Other ,2015,Other,BasedonaManga,0
9415,1178,1687,Teekyuu 4 Specials,ComedySchoolShounenSports,2,2015-2015,Special,DAXProductionEarthStarEntertainmentMillepensee,Accel World Specials,BasedonaLightNovelComedy,8,2012 - 2013,DVD Special,J.C.Staff,0
52929,2713,1914,Azuki-chan,ComedyRomanceShoujoSliceofLife,117,1995-1998,TV,Madhouse,Azuki-chan,ComedyOriginalWorkRomanceSchoolLifeSliceofLife,117,1995 - 1998,TV,MADHOUSE,1
43199,3077,995,X-Men,ActionDramaSuperPower,12,2011-2011,TV,MadhouseSonyPicturesEntertainmentMarvelEntertainmentAtelierMusa,X-Men,ActionBasedonaComicBookMarvelComicsPsychicPowersSuperpowers,12,2011,TV,MADHOUSE,1
52530,2693,1014,30-sai no Hoken Taiiku,EcchiParodyRomanceSeinen,12,2011-2011,TV,Gathering,30-sai no Hoken Taiiku,ComedyEcchiSeinenSexualContentSupernatural,12,2011,TV,Gathering,1
38944,397,7975,Ontama!,ComedyMagicSeinenSliceofLife,5,2009-2009,ONA,EncourageFilms,Ontama!,ComedyRomanceTimeTravel,5,2009,Web,EncourageFilms,1
18577,225,3553,Aru Machi Kado no Monogatari (Tales of the Street Corner),DramaMusicRomance,1,1962-1962,Movie,MushiProductions,Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,FantasyPersoninaStrangeWorld,3,1993 - 1994,OVA,,0
21240,909,4284,Hidamari Sketch x SP,ComedySchoolSliceofLife,2,2011-2011,Special,ShaftSentaiFilmworks,Hidamari Sketch x Honeycomb,BasedonaMangaBoardingHouseComedyMoeSchoolLifeSliceofLife,12,2012,TV,Shaft,0
44756,3099,2883,Kouya no Shounen Isamu,ActionAdventureShounen,52,1973-1974,TV,FujiTVShin-EiAnimation,Kouya no Shounen Isamu,,52,1973 - 1974,TV,TMSEntertainment,1
27706,92,5960,Ghost in the Shell (2015),ActionMechaPolicePsychologicalSci-Fi,1,2015-2015,Movie,ProductionI.GFUNimationEntertainment,Ghost in the Shell 2: Innocence,CyberpunkCyborgsFuturisticHackingSciFi,1,2004,Movie,ProductionI.G,0
32694,133,6776,Black Jack the Movie,Drama,1,1996-1996,Movie,TezukaProductions,Black Jack OVA,DramaEpisodic,10,1993 - 1996,OVA,StudioComet,1
28067,1517,6005,Bleach,ActionComedyShounenSuperPowerSupernatural,366,2004-2012,TV,StudioPierrotTVTokyoAniplexDentsuVizMediaTVTokyoMusicStudioKelmadick,Bleach,ActionBasedonaMangaShinigamiShounenSupernaturalSuperpowersSwordplay,366,2004 - 2012,TV,StudioPierrot,1
53597,2730,9473,Morita-san wa Mukuchi. 2,ComedySchoolSliceofLife,13,2011-2011,TV,DAXProductionTakeshoboSeven,Morita-san wa Mukuchi. 2,BasedonaMangaComedySchoolLifeSliceofLife,13,2011,TV,Seven,1
46215,3125,2838,Getsumen To Heiki Mina,ComedyParodySci-Fi,11,2007-2007,TV,GonzoPonyCanyonStudioTulipSonyMusicEntertainment,Getsumen To Heiki Mina,AliensComedyMagicMagicalGirl,11,2007,TV,GONZO,1
5237,1047,856,Thermae Romae Specials,ComedyHistoricalSeinen,2,2012-2012,Special,DLE,Comic Party Specials,,4,2003,DVD Special,OLM,0
41542,446,3775,Carnival Phantasm,ComedyParodySupernatural,12,2011-2011,OVA,LercheNotes,Carnival Phantasm,BasedonaMangaComedyCrossoverFantasy,12,2011,OVA,LARC,1
37703,361,1931,Renkyori Enai,Music,1,2011-2011,Music,Nonefoundaddsome,Renkyori Enai,,1,2011,Music Video,,1
12209,1494,2162,Shin Mazinger Shougeki! Z-Hen (Mazinger Edition Z: The Impact!),ActionMechaShounenSuperPower,26,2009-2009,TV,BeeMediaCodeDiscotekStudioJackDynamicPlanning,Code Geass: Lelouch of the Rebellion R2 Special Edition - Zero Requiem,Recap,1,2009,OVA,Sunrise,0
3800,1744,687,Shigofumi (Shigofumi: Letters from the Departed),DramaFantasyPsychologicalSupernaturalThriller,12,2008-2008,TV,J.C.StaffBandaiVisualGencoSentaiFilmworks,Shigofumi Picture Drama,,7,2008,DVD Special,,1
47896,3035,7862,Fushigi Mahou Fun Fun Pharmacy,KidsMagic,48,1998-1999,TV,ToeiAnimation,Fushigi Mahou Fun Fun Pharmacy,FamilyFriendlyFantasyMagicShoujo,48,1998 - 1999,TV,ToeiAnimation,1
14630,916,2671,Inu x Boku SS Special (Inu X Boku Secret Service Special),ComedyShounenSupernatural,1,2012-2012,Special,AniplexDavidProductionSentaiFilmworks,Dengeki Bunko 2007 Movie Festival Special,,1,2007,Other,,0
16745,237,3143,Genji Monogatari,DramaHistoricalRomance,1,1987-1987,Movie,TVAsahiGroupTAC,Teito Monogatari,BasedonaNovelDemonsExplicitViolenceFantasyHorrorNudityPhysicalAbuseSexualAbuseSupernaturalSuperpowers,4,1991 - 1992,OVA,ToeiAnimation,0
54205,2770,986,White Album,DramaHaremMusicRomance,13,2009-2009,TV,SevenArcs,White Album,BasedonanErogeBasedonaVisualNovelDramaIdolsRomance,13,2009,TV,SevenArcs,1
11287,1366,2032,Kuragehime (Princess Jellyfish),ComedyJoseiSliceofLife,11,2010-2010,TV,FUNimationEntertainmentBrainsBaseFujiTVAsmikAceEntertainmentSonyMusicEntertainmentSakuraCreateFujiPacificMusicPublishing,Hamtaro Movie 2: Ham Ham Ham~Jya! Maboroshi no Princess,AnimalProtagonistsFamilyFriendly,1,2002,Movie,TMSEntertainment,0
21731,1940,4398,Ai no Wakakusa Monogatari (Tales of Little Women),DramaHistoricalSliceofLife,48,1987-1987,TV,NipponAnimationSabanEntertainment,Gokyoudai Monogatari,BasedonaMangaComedySliceofLife,32,2009 - 2010,TV,ShineiAnimation,0
30155,1306,6344,Ookami to Koushinryou II (Spice and Wolf II),AdventureFantasyHistoricalRomance,12,2009-2009,TV,ImaginFUNimationEntertainmentBrainsBaseflyingDOG,Spice and Wolf II,AdventureBasedonaLightNovelFantasy,12,2009,TV,Brains-Base,1
30112,2759,6336,Kanokon (Kanokon: The Girl Who Cried Fox),ComedyEcchiHaremRomanceShounenSupernatural,12,2008-2008,TV,XebecMediaFactoryMovicAT-XMediaBlasters,Fuse: Memoirs of the Hunter Girl,BasedonaNovelFantasyFeudalJapan,1,2012,Movie,TMSEntertainment,0
52690,2695,9150,DearS,ComedyEcchiHaremRomanceSci-Fi,12,2004-2004,TV,BandaiVisualHalFilmMakerDaumeGencoLantisDiscotek,DearS,AliensBasedonaMangaComedyEcchiSciFiSuddenGirlfriendAppearance,12,2004,TV,HalFilmMaker,1
16430,2327,3024,The iDOLM@STER Cinderella Girls,ComedyDramaMusic,13,2015-2015,TV,AniplexA-1PicturesHalfH.PStudioNipponColumbiaNamcoBandaiGames,Cinderella Boy,Detectives,13,2003,TV,MagicBus,0
23614,438,5047,Isekai no Seikishi Monogatari (Tenchi Muyo! War on Geminar),ActionComedyEcchiFantasyHaremMechaSchool,13,2009-2010,OVA,AICBeSTACKFUNimationEntertainment,Kizumonogatari Part 3: Reiketsu-hen,BasedonaLightNovelSupernatural,Movie ,,Movie,Shaft,0
37338,1383,7427,Durarara!!x2 Shou,ActionMysterySupernatural,12,2015-2015,TV,AniplexSquareEnixMainichiBroadcastingMovicAniplexofAmericaASCIIMediaWorksStudioShuka,Durarara!!x2 Ten,ActionBasedonaLightNovelComedyDrugUseSocialMediaSupernaturalViolence,12,2015,TV,Shuka,1
50750,2995,1740,Mission-E,ActionComedySchoolSci-Fi,12,2008-2008,TV,StudioDeen,Mission-E,ActionOriginalWorkSciFiSuperpowers,12,2008,TV,StudioDeen,1
16263,197,2992,Mobile Suit Gundam F91,DramaMechaMilitarySci-FiShounenSpace,1,1991-1991,Movie,SunriseShochikuBandaiEntertainmentAtelierMusa,Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space,MechaSciFi,1,1992,Other,Sunrise,0
35829,160,7219,Space Adventure Cobra (Space Adventure Cobra: The Movie),ActionAdventureSci-FiSpace,1,1982-1982,Movie,TMSEntertainmentDiscotek,One Piece: The Desert Princess and the Pirates - Adventures in Alabasta Prologue,Pirates,1,2007,OVA,ToeiAnimation,0
41272,443,4279,Junjou Romantica OVA,ComedyDramaRomanceShounenAi,2,2012-2015,OVA,StudioDeen,Junjou Romantica OVA,AgeGapComedyLGBTThemesSexualContentShounen-ai,1,2012,OVA,StudioDeen,1
38061,368,3987,3-gatsu no Lion meets Bump of Chicken,DramaMusicSeinen,1,2014-2014,Music,Nonefoundaddsome,3-gatsu no Lion meets Bump of Chicken,,1,2014,Music Video,,1
40008,422,1434,Fastening Days,KidsMagic,1,2014-2014,ONA,StudioColorido,Fastening Days,ActionDramaPromotionalSciFiShorts,1,2014,Web,StudioColorido,1
52317,2685,393,Ginyuu Mokushiroku Meine Liebe Wieder,DramaHistorical,13,2006-2006,TV,BeeTrainGeneonUniversalEntertainmentMarvelousEntertainment,Ginyuu Mokushiroku Meine Liebe Wieder,EuropePolitical,13,2006,TV,BEETRAIN,1
39470,412,399,Busou Shinki Moon Angel,ActionSci-Fi,10,2011-2012,ONA,TNKKinemaCitrus,Busou Shinki Moon Angel,AndroidsRobotsSciFi,10,2011 - 2012,Web,KinemaCitrus,1
26513,1892,5629,Cinderella Monogatari (The Story of Cinderella),AdventureFantasyKidsRomance,26,1996-1996,TV,TatsunokoProductions,Xiongmao Monogatari Tao Tao,,1,1981,Movie,1981,0
8468,3107,1504,Huckleberry Finn Monogatari,Adventure,26,1994-1995,TV,Nonefoundaddsome,Genji Monogatari Sennenki,BasedonaNovelDramaFeudalJapanJoseinoitaminARomanceSexualContent,11,2009,TV,TezukaProductions,0
384,1147,78,Freezing Specials,ActionComedyEcchi,6,2011-2011,Special,FUNimationEntertainmentMediaFactory,Gekkan Shoujo Nozaki-kun Specials,BasedonaMangaComedySchoolLife,6,2014 - 2015,DVD Special,Dogakobo,0
31781,1164,6642,Morita-san wa Mukuchi. Specials,ComedySchoolSliceofLife,2,2012-2012,Special,DAXProductionTakeshoboSeven,Bakuman. (2012) Specials,,2,2013,DVD Special,J.C.Staff,0
8945,2904,1606,Shirayuki Hime no Densetsu (The Legend of Snow White),AdventureFantasyRomance,52,1994-1995,TV,TatsunokoProductions,"Kimba, the White Lion",AnimalProtagonistsFamilyFriendly,52,1965 - 1966,TV,MushiPro,0
43225,3078,3971,Akuma-kun,AdventureFantasyHorrorMagicSupernatural,42,1989-1990,TV,ToeiAnimation,Akuma-kun,BasedonaManga,42,1989 - 1990,TV,ToeiAnimation,1
11643,3060,2087,Ragnarok (Ragnarok the Animation),ActionFantasyMagic,26,2004-2004,TV,FrontierWorksFUNimationEntertainmentG&amp;GEntertainment,Shinshaku Sengoku Eiyuu Densetsu Sanada Juu Yuushi The Animation,FeudalJapanHistoricalNinjaWar,1,2005,TV Special,MagicBus,0
2919,1239,508,Robot Girls Z Specials,ComedyParody,3,2014-2014,Special,ToeiAnimationNipponColumbiaLandQstudios,Linebarrels of Iron Specials,,2,2010,DVD Special,GONZO,0
20534,1172,3989,No Game No Life Specials,EcchiFantasyGame,6,2014-2014,Special,MadhouseMediaFactorySentaiFilmworks,Smash Hit Specials,,4,,DVD Special,StudioLive,0
30780,2350,6444,Hayate no Gotoku! Cuties (Hayate the Combat Butler! Cuties),ComedyHaremParodyRomanceShounen,12,2013-2013,TV,TVTokyoManglobeSentaiFilmworks,Hayate no Gotoku!! OVA,ComedySliceofLifeTsundere,1,2009,OVA,J.C.Staff,0
29805,480,6292,Ranma _ Special,AdventureComedyRomanceShounen,2,1994-1995,OVA,GainaxStudioDeenVizMediaPonyCanyonFujiTV,Kateikyoushi Hitman Reborn! Special,Shounen,1,2010,Web,Artland,0
4060,1208,705,Gundam Build Fighters Specials,ComedyMecha,3,2014-2014,Special,Sunrise,Burst Angel: Infinity Specials,,3,2007,DVD Special,GONZO,0
419,1958,81,Break Blade (TV) (Broken Blade),ActionFantasyMechaMilitaryShounen,12,2014-2014,TV,ProductionI.GBandaiVisualXebecLantis,Broken Blade: The Path of Separation,ActionFantasyMagicMechaMilitaryWar,1,2010,Movie,ProductionI.G,0
23107,1119,4832,Machine-Doll wa Kizutsukanai Specials,ActionEcchiFantasySchoolSeinen,6,2013-2014,Special,GencoFUNimationEntertainmentLerche,Seraph of the End Specials,BasedonaMangaComedyOmakeSupernatural,4+,2015 - ?,DVD Special,WitStudio,0
34083,133,6975,Black Jack the Movie,Drama,1,1996-1996,Movie,TezukaProductions,Cardcaptor Sakura: The Movie,FamilyFriendlyMagicalGirlShoujo,1,1999,Movie,MADHOUSE,0
42634,3071,2590,Sonic X,AdventureComedyKidsMechaSci-FiShounen,78,2003-2004,TV,TMSEntertainment4KidsEntertainmentDiscotek,Sonic X,ActionAdventureAnimalProtagonistsFamilyFriendlySciFi,78,2003 - 2004,TV,TMSEntertainment,1
54296,2776,459,Gun Frontier,ActionAdventureDramaHistoricalSci-FiShounen,13,2002-2002,TV,VegaEntertainmentMediaBlasters,Gun Frontier,BasedonaMangaWestern,13,2002,TV,VegaEntertainment,1
133,2542,42,Ai Shoujo Pollyanna Monogatari,DramaHistoricalSliceofLife,51,1986-1986,TV,NipponAnimation,Monogatari Series: Second Season,BasedonaLightNovel,26,2013,TV,Shaft,0
3641,1720,661,Tatakae! Chou Robot Seimeitai Transformers,AdventureMechaSci-FiShounen,98,1985-1987,TV,ToeiAnimationHasbroAKOM,Beast Wars II Chou Seimeitai Transformers,RobotsSciFi,43,1998 - 1999,TV,AshiProductions,0
12049,1229,2124,Gag Manga Biyori Jump Festa 2002 Special,Comedy,1,2002-2002,Special,DAXProduction,Umi Monogatari ~Anata ga Ite Kureta Koto~ Special,Fantasy,1,2010,DVD Special,Zexcs,0
52980,2714,8759,Dance with Devils,DemonsRomanceShoujoSupernatural,12,2015 -2015 ,TV,FUNimationEntertainmentBrainsBaseDIVEIIEntertainment,Dance with Devils,DemonsOriginalWorkReverseHaremRomanceSupernatural,1+,2015 - ?,TV,Brains-Base,1
51753,2415,9622,Ro-Kyu-Bu! (Ro-Kyu-Bu ~ Fast Break!),ComedyEcchiSchoolSports,12,2011-2011,TV,BarnumStudioMagicCapsuleSentaiFilmworksProjectNo.9StudioBlancASCIIMediaWorks,Ro-Kyu-Bu ~ Fast Break!,BasedonaLightNovelBasketballSchoolLife,12,2011,TV,BarnumStudio,1
42433,466,8317,Black Jack,Drama,12,1993-2011,OVA,AnimaxTezukaProductionsCentralParkMedia,Black Jack,DramaEpisodic,61,2004 - 2006,TV,TezukaProductions,1
3926,988,704,Jinrui wa Suitai Shimashita Specials,FantasySeinen,6,2012-2013,Special,AICA.S.T.A.SentaiFilmworks,Bakuretsu Tenshi: Infinity Specials,,3,2007,DVD Special,GONZO,0
23301,3009,4862,Kojika Monogatari (Story of a Fawn),Drama,52,1983-1985,TV,Visual80,Shokichi Monogatari,AnimalProtagonists,1,2009,Music Video,,0
32781,995,6782,Shakugan no Shana Movie Special,AdventureComedyFantasyParody,1,2007-2007,Special,J.C.Staff,Shakugan no Shana Movie,ActionFantasyMagicTsundere,1,2007,Movie,J.C.Staff,1
25221,1208,5297,Gundam Build Fighters Specials,ComedyMecha,3,2014-2014,Special,Sunrise,Princess Princess Specials,ComedyCrossdressingOmakeSchoolLife,12,2006,DVD Special,StudioDeen,0
24671,98,5188,Ashita no Joe 2 (Movie),DramaSports,1,1981-1981,Movie,TokyoMovieShinsha,GeGeGe no Kitarou Movie (1985),JapaneseMythologySupernatural,1,1985,Movie,ToeiAnimation,0
